word_number,word,x1,y1,x2,y2,filename,is_question,sequence_num,stimulus_type,question
27,a,939,1022,1181,1065,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
28,genetic,1199,1013,1372,1065,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
29,mutation,201,481,304,520,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
30,that,322,479,372,520,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
31,is,390,479,759,520,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
32,rare,202,746,246,797,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
33,in,271,746,294,786,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
34,humans.,313,748,458,787,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
35,3),475,746,582,787,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
36,It,603,755,630,787,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
37,is,649,746,826,798,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
38,a,845,746,1051,787,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
39,sequence,1071,746,1162,787,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
40,of,1182,746,1217,787,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
41,DNA,1237,755,1331,787,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
42,known,1352,746,1388,786,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
43,as,1410,746,1615,787,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
44,a,201,879,246,930,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
45,promoter.,271,879,294,919,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
46,4),314,879,349,920,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
47,It,390,888,396,920,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
48,occurs,415,888,652,931,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
49,naturally,671,879,714,920,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
50,in,735,879,846,919,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
51,goats’,865,879,1018,920,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
52,mammary,1039,888,1094,920,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
53,glands.,1113,888,1140,920,question-genome-4.png,False,4,genome,"Question 4. According to the passage, which of the following is true of antithrombin?"
1,Question,203,412,438,456,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
2,3.,457,413,498,454,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
3,What,518,413,653,454,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
4,does,671,413,797,454,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
5,the,815,413,897,454,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
6,author,915,413,1085,454,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
7,suggest,1103,415,1314,465,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
8,about,1332,413,1480,454,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
9,the,1497,413,1579,454,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
10,transgenic,1596,413,1874,465,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
11,studies,205,613,246,664,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
12,done,265,613,386,665,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
13,in,404,622,521,654,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
14,the,542,613,695,654,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
15,1980s,718,613,772,665,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
16,and,789,613,864,654,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
17,1990s?,883,613,1130,665,question-genome-3.png,True,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
18,They,1150,615,1303,654,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
19,were,1322,613,1365,654,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
20,limited,1384,613,1541,654,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
21,by,1564,613,1787,654,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
22,the,201,879,246,930,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
23,expensive,265,879,386,931,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
24,nature,404,888,521,920,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
25,of,541,879,791,931,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
26,animal,811,879,939,920,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
27,research.,961,888,1017,920,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
28,2),1038,879,1365,931,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
29,They,1384,879,1637,931,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
30,were,1658,888,1754,920,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
31,not,201,1079,246,1130,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
32,expected,265,1079,386,1131,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
33,to,403,1079,593,1120,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
34,yield,615,1079,713,1131,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
35,products,732,1088,788,1120,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
36,ready,807,1079,883,1120,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
37,for,903,1079,1139,1120,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
38,human,1159,1079,1402,1131,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
39,use.,1421,1079,1464,1120,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
40,3),1483,1088,1617,1127,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
41,They,1639,1081,1784,1131,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
42,were,1807,1079,1894,1120,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
43,completed,202,479,393,520,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
44,when,412,479,542,520,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
45,an,562,479,604,519,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
46,anticoagulant,624,479,705,520,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
47,compound,726,479,874,520,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
48,was,894,479,987,520,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
49,identified.,1010,479,1191,520,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
50,4),202,746,246,797,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
51,They,265,746,386,798,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
52,focused,404,755,521,787,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
53,only,542,748,614,787,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
54,on,633,746,853,798,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
55,the,872,748,917,787,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
56,molecular,935,746,1044,798,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
57,properties,1067,746,1275,798,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
58,of,1295,746,1429,798,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
59,"cows,",1447,746,1510,787,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
60,"goats,",1530,746,1693,787,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
61,and,1715,755,1812,787,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
62,sheep.,203,946,432,987,question-genome-3.png,False,3,genome,Question 3. What does the author suggest about the transgenic studies done in the 1980s and 1990s?
1,Go,743,22,771,39,reading-flytrap-1.png,False,-1,flytrap,
2,to,778,24,797,39,reading-flytrap-1.png,False,-1,flytrap,
3,Question.,805,22,892,43,reading-flytrap-1.png,False,-1,flytrap,
4,The,109,99,145,116,reading-flytrap-1.png,False,-1,flytrap,
5,Venus,153,100,213,116,reading-flytrap-1.png,False,-1,flytrap,
6,flytrap,221,99,284,122,reading-flytrap-1.png,False,-1,flytrap,
7,[Dionaea,293,99,380,121,reading-flytrap-1.png,False,-1,flytrap,
8,muscipula],387,99,493,122,reading-flytrap-1.png,False,-1,flytrap,
9,needs,501,99,556,116,reading-flytrap-1.png,False,-1,flytrap,
10,to,563,102,582,116,reading-flytrap-1.png,False,-1,flytrap,
11,know,589,99,643,116,reading-flytrap-1.png,False,-1,flytrap,
12,when,649,99,702,116,reading-flytrap-1.png,False,-1,flytrap,
13,an,709,105,732,116,reading-flytrap-1.png,False,-1,flytrap,
14,ideal,739,99,785,116,reading-flytrap-1.png,False,-1,flytrap,
15,meal,792,99,838,116,reading-flytrap-1.png,False,-1,flytrap,
16,is,846,99,860,116,reading-flytrap-1.png,False,-1,flytrap,
17,crawling,44,156,127,179,reading-flytrap-1.png,False,-1,flytrap,
18,across,134,163,193,174,reading-flytrap-1.png,False,-1,flytrap,
19,its,201,159,221,174,reading-flytrap-1.png,False,-1,flytrap,
20,leaves.,229,156,287,174,reading-flytrap-1.png,False,-1,flytrap,
21,Closing,301,156,375,179,reading-flytrap-1.png,False,-1,flytrap,
22,its,382,159,403,174,reading-flytrap-1.png,False,-1,flytrap,
23,trap,410,159,448,179,reading-flytrap-1.png,False,-1,flytrap,
24,requires,455,163,532,179,reading-flytrap-1.png,False,-1,flytrap,
25,a,540,163,549,174,reading-flytrap-1.png,False,-1,flytrap,
26,huge,557,156,603,179,reading-flytrap-1.png,False,-1,flytrap,
27,expense,611,163,687,179,reading-flytrap-1.png,False,-1,flytrap,
28,of,695,156,717,174,reading-flytrap-1.png,False,-1,flytrap,
29,"energy,",721,163,790,179,reading-flytrap-1.png,False,-1,flytrap,
30,and,799,156,834,174,reading-flytrap-1.png,False,-1,flytrap,
31,reopening,43,214,140,237,reading-flytrap-1.png,False,-1,flytrap,
32,the,147,214,176,231,reading-flytrap-1.png,False,-1,flytrap,
33,trap,184,217,221,237,reading-flytrap-1.png,False,-1,flytrap,
34,can,229,220,263,231,reading-flytrap-1.png,False,-1,flytrap,
35,take,269,214,309,231,reading-flytrap-1.png,False,-1,flytrap,
36,several,316,214,382,231,reading-flytrap-1.png,False,-1,flytrap,
37,"hours,",389,214,449,235,reading-flytrap-1.png,False,-1,flytrap,
38,so,458,220,478,231,reading-flytrap-1.png,False,-1,flytrap,
39,Dionaea,485,215,565,231,reading-flytrap-1.png,False,-1,flytrap,
40,only,573,214,616,237,reading-flytrap-1.png,False,-1,flytrap,
41,wants,623,217,678,231,reading-flytrap-1.png,False,-1,flytrap,
42,to,686,217,704,231,reading-flytrap-1.png,False,-1,flytrap,
43,spring,712,214,771,237,reading-flytrap-1.png,False,-1,flytrap,
44,closed,778,214,840,231,reading-flytrap-1.png,False,-1,flytrap,
45,when,43,272,96,289,reading-flytrap-1.png,False,-1,flytrap,
46,it’s,103,272,132,289,reading-flytrap-1.png,False,-1,flytrap,
47,sure,140,278,179,289,reading-flytrap-1.png,False,-1,flytrap,
48,that,186,272,224,289,reading-flytrap-1.png,False,-1,flytrap,
49,the,230,272,260,289,reading-flytrap-1.png,False,-1,flytrap,
50,dawdling,268,272,357,294,reading-flytrap-1.png,False,-1,flytrap,
51,insect,364,275,420,289,reading-flytrap-1.png,False,-1,flytrap,
52,visiting,426,274,496,294,reading-flytrap-1.png,False,-1,flytrap,
53,its,503,274,523,289,reading-flytrap-1.png,False,-1,flytrap,
54,surface,531,272,599,289,reading-flytrap-1.png,False,-1,flytrap,
55,is,607,278,621,289,reading-flytrap-1.png,False,-1,flytrap,
56,large,629,272,675,294,reading-flytrap-1.png,False,-1,flytrap,
57,enough,682,272,754,294,reading-flytrap-1.png,False,-1,flytrap,
58,to,760,275,779,289,reading-flytrap-1.png,False,-1,flytrap,
59,be,786,272,809,289,reading-flytrap-1.png,False,-1,flytrap,
60,worth,43,329,101,346,reading-flytrap-1.png,False,-1,flytrap,
61,its,108,332,129,346,reading-flytrap-1.png,False,-1,flytrap,
62,time.,136,332,177,346,reading-flytrap-1.png,False,-1,flytrap,
63,The,191,329,228,346,reading-flytrap-1.png,False,-1,flytrap,
64,large,236,329,282,352,reading-flytrap-1.png,False,-1,flytrap,
65,black,289,329,342,346,reading-flytrap-1.png,False,-1,flytrap,
66,hairs,348,329,394,346,reading-flytrap-1.png,False,-1,flytrap,
67,on,402,335,426,346,reading-flytrap-1.png,False,-1,flytrap,
68,their,433,329,478,346,reading-flytrap-1.png,False,-1,flytrap,
69,lobes,485,329,535,346,reading-flytrap-1.png,False,-1,flytrap,
70,allow,543,329,597,346,reading-flytrap-1.png,False,-1,flytrap,
71,the,604,329,633,346,reading-flytrap-1.png,False,-1,flytrap,
72,Venus,641,330,702,346,reading-flytrap-1.png,False,-1,flytrap,
73,flytraps,710,329,782,352,reading-flytrap-1.png,False,-1,flytrap,
74,to,789,332,808,346,reading-flytrap-1.png,False,-1,flytrap,
75,literally,44,387,119,409,reading-flytrap-1.png,False,-1,flytrap,
76,feel,127,387,161,404,reading-flytrap-1.png,False,-1,flytrap,
77,their,168,387,213,404,reading-flytrap-1.png,False,-1,flytrap,
78,"prey,",219,393,267,409,reading-flytrap-1.png,False,-1,flytrap,
79,and,276,387,311,404,reading-flytrap-1.png,False,-1,flytrap,
80,they,318,387,360,409,reading-flytrap-1.png,False,-1,flytrap,
81,act,367,389,395,404,reading-flytrap-1.png,False,-1,flytrap,
82,as,402,393,420,404,reading-flytrap-1.png,False,-1,flytrap,
83,triggers,427,387,497,409,reading-flytrap-1.png,False,-1,flytrap,
84,that,505,387,542,404,reading-flytrap-1.png,False,-1,flytrap,
85,spring,549,387,608,409,reading-flytrap-1.png,False,-1,flytrap,
86,the,614,387,644,404,reading-flytrap-1.png,False,-1,flytrap,
87,trap,651,390,689,409,reading-flytrap-1.png,False,-1,flytrap,
88,closed,697,387,759,404,reading-flytrap-1.png,False,-1,flytrap,
89,when,765,387,818,404,reading-flytrap-1.png,False,-1,flytrap,
90,the,825,387,854,404,reading-flytrap-1.png,False,-1,flytrap,
91,proper,43,451,108,467,reading-flytrap-1.png,False,-1,flytrap,
92,prey,114,451,157,467,reading-flytrap-1.png,False,-1,flytrap,
93,makes,164,444,223,462,reading-flytrap-1.png,False,-1,flytrap,
94,its,231,444,252,462,reading-flytrap-1.png,False,-1,flytrap,
95,way,259,451,298,467,reading-flytrap-1.png,False,-1,flytrap,
96,across,306,451,364,462,reading-flytrap-1.png,False,-1,flytrap,
97,the,372,444,401,462,reading-flytrap-1.png,False,-1,flytrap,
98,trap.,409,447,451,467,reading-flytrap-1.png,False,-1,flytrap,
99,If,460,444,510,462,reading-flytrap-1.png,False,-1,flytrap,
100,the,518,444,573,462,reading-flytrap-1.png,False,-1,flytrap,
101,insect,580,444,655,462,reading-flytrap-1.png,False,-1,flytrap,
102,touches,660,447,697,467,reading-flytrap-1.png,False,-1,flytrap,
103,just,704,451,738,462,reading-flytrap-1.png,False,-1,flytrap,
104,one,746,444,788,465,reading-flytrap-1.png,False,-1,flytrap,
105,"hair,",796,444,826,462,reading-flytrap-1.png,False,-1,flytrap,
106,the,43,505,81,525,reading-flytrap-1.png,False,-1,flytrap,
107,trap,88,502,125,519,reading-flytrap-1.png,False,-1,flytrap,
108,will,132,505,163,519,reading-flytrap-1.png,False,-1,flytrap,
109,not,172,502,230,525,reading-flytrap-1.png,False,-1,flytrap,
110,spring,237,502,283,522,reading-flytrap-1.png,False,-1,flytrap,
111,shut;,292,502,323,519,reading-flytrap-1.png,False,-1,flytrap,
112,but,331,508,340,519,reading-flytrap-1.png,False,-1,flytrap,
113,a,348,502,394,525,reading-flytrap-1.png,False,-1,flytrap,
114,large,402,502,473,525,reading-flytrap-1.png,False,-1,flytrap,
115,enough,480,502,515,525,reading-flytrap-1.png,False,-1,flytrap,
116,bug,522,502,559,519,reading-flytrap-1.png,False,-1,flytrap,
117,will,566,502,620,525,reading-flytrap-1.png,False,-1,flytrap,
118,likely,627,502,683,519,reading-flytrap-1.png,False,-1,flytrap,
119,touch,689,505,725,519,reading-flytrap-1.png,False,-1,flytrap,
120,two,732,502,778,519,reading-flytrap-1.png,False,-1,flytrap,
121,hairs,785,502,847,519,reading-flytrap-1.png,False,-1,flytrap,
122,within,44,559,99,577,reading-flytrap-1.png,False,-1,flytrap,
123,about,105,562,172,582,reading-flytrap-1.png,False,-1,flytrap,
124,twenty,179,559,260,579,reading-flytrap-1.png,False,-1,flytrap,
125,"seconds,",269,559,304,577,reading-flytrap-1.png,False,-1,flytrap,
126,and,310,559,348,577,reading-flytrap-1.png,False,-1,flytrap,
127,that,355,559,410,582,reading-flytrap-1.png,False,-1,flytrap,
128,signal,418,566,485,582,reading-flytrap-1.png,False,-1,flytrap,
129,springs,492,560,522,577,reading-flytrap-1.png,False,-1,flytrap,
130,the,530,560,590,577,reading-flytrap-1.png,False,-1,flytrap,
131,Venus,598,559,661,582,reading-flytrap-1.png,False,-1,flytrap,
132,flytrap,669,562,706,577,reading-flytrap-1.png,False,-1,flytrap,
133,into,714,562,777,577,reading-flytrap-1.png,False,-1,flytrap,
134,action.,33,648,116,665,reading-flytrap-1.png,False,-1,flytrap,
135,Previous,123,654,167,670,reading-flytrap-1.png,False,-1,flytrap,
136,page,764,648,811,664,reading-flytrap-1.png,False,-1,flytrap,
137,Next,817,653,862,669,reading-flytrap-1.png,False,-1,flytrap,
138,page,0,0,0,0,reading-flytrap-1.png,False,-1,flytrap,
1,Go,743,22,771,39,reading-genome-5.png,False,-1,genome,
2,to,778,24,797,39,reading-genome-5.png,False,-1,genome,
3,Question.,805,22,892,43,reading-genome-5.png,False,-1,genome,
4,goat,43,102,84,122,reading-genome-5.png,False,-1,genome,
5,eggs.,92,105,136,122,reading-genome-5.png,False,-1,genome,
6,Then,146,99,195,116,reading-genome-5.png,False,-1,genome,
7,they,202,99,244,122,reading-genome-5.png,False,-1,genome,
8,implanted,251,99,348,122,reading-genome-5.png,False,-1,genome,
9,the,354,99,384,116,reading-genome-5.png,False,-1,genome,
10,eggs,392,105,432,122,reading-genome-5.png,False,-1,genome,
11,in,440,105,458,116,reading-genome-5.png,False,-1,genome,
12,the,464,99,494,116,reading-genome-5.png,False,-1,genome,
13,wombs,501,99,569,116,reading-genome-5.png,False,-1,genome,
14,of,577,99,599,116,reading-genome-5.png,False,-1,genome,
15,female,603,99,666,116,reading-genome-5.png,False,-1,genome,
16,goats.,674,102,728,122,reading-genome-5.png,False,-1,genome,
17,When,737,99,795,116,reading-genome-5.png,False,-1,genome,
18,the,801,99,831,116,reading-genome-5.png,False,-1,genome,
19,kids,43,156,82,174,reading-genome-5.png,False,-1,genome,
20,were,89,163,135,174,reading-genome-5.png,False,-1,genome,
21,"born,",142,157,193,176,reading-genome-5.png,False,-1,genome,
22,some,201,163,250,174,reading-genome-5.png,False,-1,genome,
23,of,258,156,280,174,reading-genome-5.png,False,-1,genome,
24,them,284,156,332,174,reading-genome-5.png,False,-1,genome,
25,proved,338,156,406,179,reading-genome-5.png,False,-1,genome,
26,to,412,159,431,174,reading-genome-5.png,False,-1,genome,
27,be,438,156,461,174,reading-genome-5.png,False,-1,genome,
28,"transgenic,",468,159,571,179,reading-genome-5.png,False,-1,genome,
29,the,579,156,609,174,reading-genome-5.png,False,-1,genome,
30,human,616,157,682,174,reading-genome-5.png,False,-1,genome,
31,gene,689,163,733,179,reading-genome-5.png,False,-1,genome,
32,nestled,740,156,810,174,reading-genome-5.png,False,-1,genome,
33,safely,44,214,99,237,reading-genome-5.png,False,-1,genome,
34,in,107,214,125,231,reading-genome-5.png,False,-1,genome,
35,their,132,214,176,231,reading-genome-5.png,False,-1,genome,
36,cells.,183,214,231,231,reading-genome-5.png,False,-1,genome,
37,The,241,214,277,231,reading-genome-5.png,False,-1,genome,
38,researchers,284,214,392,231,reading-genome-5.png,False,-1,genome,
39,paired,399,214,460,237,reading-genome-5.png,False,-1,genome,
40,the,467,214,496,231,reading-genome-5.png,False,-1,genome,
41,antithrombin,504,214,630,231,reading-genome-5.png,False,-1,genome,
42,gene,637,220,681,237,reading-genome-5.png,False,-1,genome,
43,with,688,214,731,231,reading-genome-5.png,False,-1,genome,
44,a,738,220,747,231,reading-genome-5.png,False,-1,genome,
45,promoter,755,217,844,237,reading-genome-5.png,False,-1,genome,
46,(which,44,272,111,293,reading-genome-5.png,False,-1,genome,
47,is,118,278,131,289,reading-genome-5.png,False,-1,genome,
48,a,139,278,148,289,reading-genome-5.png,False,-1,genome,
49,sequence,156,278,245,294,reading-genome-5.png,False,-1,genome,
50,of,253,272,274,289,reading-genome-5.png,False,-1,genome,
51,DNA,278,272,329,289,reading-genome-5.png,False,-1,genome,
52,that,336,272,373,289,reading-genome-5.png,False,-1,genome,
53,controls,380,272,459,289,reading-genome-5.png,False,-1,genome,
54,gene,466,278,510,294,reading-genome-5.png,False,-1,genome,
55,activity),518,272,595,294,reading-genome-5.png,False,-1,genome,
56,that,603,272,640,289,reading-genome-5.png,False,-1,genome,
57,is,647,278,661,289,reading-genome-5.png,False,-1,genome,
58,normally,668,272,756,294,reading-genome-5.png,False,-1,genome,
59,active,763,274,818,289,reading-genome-5.png,False,-1,genome,
60,in,826,278,845,289,reading-genome-5.png,False,-1,genome,
61,the,44,329,73,346,reading-genome-5.png,False,-1,genome,
62,goat’s,80,330,138,352,reading-genome-5.png,False,-1,genome,
