word_number,word,x1,y1,x2,y2,filename,is_question
40,the,959,1013,1034,1054,question-flytrap-4.png,False
41,plant’s,1054,1013,1209,1065,question-flytrap-4.png,False
42,trigger,1226,1013,1382,1065,question-flytrap-4.png,False
43,hairs,1402,1013,1518,1054,question-flytrap-4.png,False
44,causes,1537,1022,1709,1054,question-flytrap-4.png,False
45,calcium,1729,1013,1911,1054,question-flytrap-4.png,False
46,4),201,1213,246,1264,question-flytrap-4.png,False
47,A,264,1213,297,1253,question-flytrap-4.png,False
48,large,314,1213,433,1265,question-flytrap-4.png,False
49,insect’s,453,1213,633,1254,question-flytrap-4.png,False
50,contact,652,1215,828,1254,question-flytrap-4.png,False
51,with,845,1213,939,1253,question-flytrap-4.png,False
52,a,961,1222,988,1254,question-flytrap-4.png,False
53,second,1007,1213,1180,1254,question-flytrap-4.png,False
54,trigger,1200,1213,1356,1265,question-flytrap-4.png,False
55,hair,1376,1213,1464,1254,question-flytrap-4.png,False
56,occurs,1483,1222,1642,1254,question-flytrap-4.png,False
57,within,1661,1213,1798,1253,question-flytrap-4.png,False
58,ten,1817,1215,1891,1254,question-flytrap-4.png,False
59,and,202,346,296,387,question-flytrap-4.png,False
60,Sievers’s,316,345,554,387,question-flytrap-4.png,False
61,model,576,346,732,387,question-flytrap-4.png,False
62,predicts,755,346,965,398,question-flytrap-4.png,False
63,that,983,346,1084,387,question-flytrap-4.png,False
64,a,1101,355,1129,387,question-flytrap-4.png,False
65,Venus,1146,346,1308,387,question-flytrap-4.png,False
66,flytrap,1326,346,1494,398,question-flytrap-4.png,False
67,will,1510,346,1596,386,question-flytrap-4.png,False
68,NOT,1619,345,1732,387,question-flytrap-4.png,False
69,close,1750,346,1889,387,question-flytrap-4.png,False
70,in,203,613,239,653,question-flytrap-4.png,False
71,a,261,622,288,654,question-flytrap-4.png,False
72,total,305,613,406,654,question-flytrap-4.png,False
73,calcium,427,613,609,654,question-flytrap-4.png,False
74,ion,632,613,699,654,question-flytrap-4.png,False
75,concentration,721,613,1048,654,question-flytrap-4.png,False
76,above,1070,613,1217,654,question-flytrap-4.png,False
77,the,1235,613,1310,654,question-flytrap-4.png,False
78,trap’s,1327,613,1460,665,question-flytrap-4.png,False
79,threshold.,1478,613,1716,654,question-flytrap-4.png,False
80,period,203,813,351,865,question-flytrap-4.png,False
81,of,372,813,415,854,question-flytrap-4.png,False
82,inactivity,435,813,643,865,question-flytrap-4.png,False
83,during,661,813,811,865,question-flytrap-4.png,False
84,which,831,813,968,854,question-flytrap-4.png,False
85,calcium,989,813,1172,854,question-flytrap-4.png,False
86,ion,1194,813,1261,854,question-flytrap-4.png,False
87,concentrations,1283,813,1640,854,question-flytrap-4.png,False
88,have,1661,813,1776,854,question-flytrap-4.png,False
89,channels,202,1079,421,1120,question-flytrap-4.png,False
90,to,438,1081,482,1120,question-flytrap-4.png,False
91,open,502,1088,619,1131,question-flytrap-4.png,False
92,in,642,1079,678,1119,question-flytrap-4.png,False
93,the,697,1079,773,1120,question-flytrap-4.png,False
94,trap.,790,1081,896,1131,question-flytrap-4.png,False
95,seconds,202,1279,405,1320,question-flytrap-4.png,False
96,of,424,1279,467,1320,question-flytrap-4.png,False
97,its,487,1279,538,1320,question-flytrap-4.png,False
98,contact,557,1281,733,1320,question-flytrap-4.png,False
99,with,751,1279,845,1319,question-flytrap-4.png,False
100,the,864,1279,939,1320,question-flytrap-4.png,False
101,first,957,1279,1045,1320,question-flytrap-4.png,False
102,trigger,1061,1279,1217,1331,question-flytrap-4.png,False
103,hair.,1237,1279,1334,1320,question-flytrap-4.png,False
104,around,202,413,385,454,question-flytrap-4.png,False
105,an,406,422,466,454,question-flytrap-4.png,False
106,insect?,488,413,676,454,question-flytrap-4.png,False
107,diminished,201,879,462,920,question-flytrap-4.png,False
108,appreciably.,483,879,771,931,question-flytrap-4.png,False
