unique_paragraph_id,participant_id,unique_trial_id,label,regime
224,p02,p02_224,1,train_train
224,p04,p04_224,1,train_train
224,p05,p05_224,1,train_train
230,p02,p02_230,1,train_train
230,p04,p04_230,1,train_train
230,p05,p05_230,1,train_train
232,p02,p02_232,1,train_train
232,p04,p04_232,1,train_train
232,p05,p05_232,1,train_train
234,p02,p02_234,1,train_train
234,p04,p04_234,1,train_train
234,p05,p05_234,1,train_train
235,p02,p02_235,1,train_train
235,p04,p04_235,1,train_train
235,p05,p05_235,1,train_train
236,p02,p02_236,1,train_train
236,p04,p04_236,1,train_train
236,p05,p05_236,1,train_train
237,p02,p02_237,0,train_train
237,p04,p04_237,1,train_train
237,p05,p05_237,1,train_train
238,p02,p02_238,0,train_train
238,p04,p04_238,1,train_train
238,p05,p05_238,1,train_train
240,p02,p02_240,1,train_train
240,p04,p04_240,1,train_train
240,p05,p05_240,1,train_train
241,p02,p02_241,1,train_train
241,p04,p04_241,1,train_train
241,p05,p05_241,1,train_train
244,p02,p02_244,1,train_train
244,p04,p04_244,1,train_train
244,p05,p05_244,1,train_train
247,p02,p02_247,0,train_train
247,p04,p04_247,1,train_train
247,p05,p05_247,1,train_train
249,p02,p02_249,1,train_train
249,p04,p04_249,1,train_train
249,p05,p05_249,0,train_train
250,p02,p02_250,0,train_train
250,p04,p04_250,0,train_train
250,p05,p05_250,0,train_train
251,p02,p02_251,0,train_train
251,p04,p04_251,0,train_train
251,p05,p05_251,0,train_train
252,p02,p02_252,1,train_train
252,p04,p04_252,1,train_train
252,p05,p05_252,1,train_train
253,p02,p02_253,1,train_train
253,p04,p04_253,1,train_train
253,p05,p05_253,1,train_train
254,p02,p02_254,1,train_train
254,p04,p04_254,1,train_train
254,p05,p05_254,0,train_train
259,p02,p02_259,1,train_train
259,p04,p04_259,1,train_train
259,p05,p05_259,1,train_train
260,p02,p02_260,1,train_train
260,p04,p04_260,1,train_train
260,p05,p05_260,1,train_train
262,p02,p02_262,1,train_train
262,p04,p04_262,1,train_train
262,p05,p05_262,1,train_train
265,p02,p02_265,1,train_train
265,p04,p04_265,1,train_train
265,p05,p05_265,1,train_train
266,p02,p02_266,1,train_train
266,p04,p04_266,1,train_train
266,p05,p05_266,1,train_train
269,p02,p02_269,0,train_train
269,p04,p04_269,1,train_train
269,p05,p05_269,0,train_train
270,p02,p02_270,1,train_train
270,p04,p04_270,1,train_train
270,p05,p05_270,1,train_train
271,p02,p02_271,1,train_train
271,p04,p04_271,1,train_train
271,p05,p05_271,1,train_train
272,p02,p02_272,1,train_train
272,p04,p04_272,0,train_train
272,p05,p05_272,0,train_train
273,p02,p02_273,1,train_train
273,p04,p04_273,1,train_train
273,p05,p05_273,1,train_train
275,p02,p02_275,1,train_train
275,p04,p04_275,1,train_train
275,p05,p05_275,0,train_train
278,p02,p02_278,1,train_train
278,p04,p04_278,1,train_train
278,p05,p05_278,0,train_train
279,p02,p02_279,0,train_train
279,p04,p04_279,0,train_train
279,p05,p05_279,0,train_train
281,p02,p02_281,1,train_train
281,p04,p04_281,1,train_train
281,p05,p05_281,1,train_train
285,p02,p02_285,1,train_train
285,p04,p04_285,1,train_train
285,p05,p05_285,1,train_train
286,p02,p02_286,1,train_train
286,p04,p04_286,1,train_train
286,p05,p05_286,1,train_train
289,p02,p02_289,1,train_train
289,p04,p04_289,1,train_train
289,p05,p05_289,1,train_train
291,p02,p02_291,1,train_train
291,p04,p04_291,1,train_train
291,p05,p05_291,1,train_train
292,p02,p02_292,1,train_train
292,p04,p04_292,1,train_train
292,p05,p05_292,1,train_train
296,p02,p02_296,1,train_train
296,p04,p04_296,1,train_train
296,p05,p05_296,1,train_train
297,p02,p02_297,0,train_train
297,p04,p04_297,0,train_train
297,p05,p05_297,0,train_train
299,p02,p02_299,1,train_train
299,p04,p04_299,1,train_train
299,p05,p05_299,1,train_train
301,p02,p02_301,1,train_train
301,p04,p04_301,1,train_train
301,p05,p05_301,1,train_train
302,p02,p02_302,1,train_train
302,p04,p04_302,1,train_train
302,p05,p05_302,0,train_train
303,p02,p02_303,1,train_train
303,p04,p04_303,1,train_train
303,p05,p05_303,1,train_train
307,p02,p02_307,1,train_train
307,p04,p04_307,1,train_train
307,p05,p05_307,1,train_train
308,p02,p02_308,0,train_train
308,p04,p04_308,0,train_train
308,p05,p05_308,0,train_train
309,p02,p02_309,1,train_train
309,p04,p04_309,1,train_train
309,p05,p05_309,1,train_train
313,p02,p02_313,1,train_train
313,p04,p04_313,1,train_train
313,p05,p05_313,1,train_train
314,p02,p02_314,1,train_train
314,p04,p04_314,0,train_train
314,p05,p05_314,1,train_train
318,p02,p02_318,1,train_train
318,p04,p04_318,1,train_train
318,p05,p05_318,1,train_train
319,p02,p02_319,1,train_train
319,p04,p04_319,1,train_train
319,p05,p05_319,0,train_train
321,p02,p02_321,0,train_train
321,p04,p04_321,1,train_train
321,p05,p05_321,1,train_train
322,p02,p02_322,0,train_train
322,p04,p04_322,1,train_train
322,p05,p05_322,1,train_train
325,p02,p02_325,1,train_train
325,p04,p04_325,1,train_train
325,p05,p05_325,1,train_train
326,p02,p02_326,1,train_train
326,p04,p04_326,1,train_train
326,p05,p05_326,1,train_train
327,p02,p02_327,0,train_train
327,p04,p04_327,0,train_train
327,p05,p05_327,1,train_train
328,p02,p02_328,1,train_train
328,p04,p04_328,1,train_train
328,p05,p05_328,1,train_train
330,p02,p02_330,1,train_train
330,p04,p04_330,1,train_train
330,p05,p05_330,1,train_train
332,p02,p02_332,1,train_train
332,p04,p04_332,1,train_train
332,p05,p05_332,1,train_train
336,p02,p02_336,1,train_train
336,p04,p04_336,1,train_train
336,p05,p05_336,1,train_train
338,p02,p02_338,0,train_train
338,p04,p04_338,0,train_train
338,p05,p05_338,0,train_train
339,p02,p02_339,1,train_train
339,p04,p04_339,0,train_train
339,p05,p05_339,1,train_train
340,p02,p02_340,1,train_train
340,p04,p04_340,1,train_train
340,p05,p05_340,0,train_train
343,p02,p02_343,1,train_train
343,p04,p04_343,1,train_train
343,p05,p05_343,1,train_train
345,p02,p02_345,1,train_train
345,p04,p04_345,1,train_train
345,p05,p05_345,0,train_train
346,p02,p02_346,1,train_train
346,p04,p04_346,1,train_train
346,p05,p05_346,1,train_train
347,p02,p02_347,1,train_train
347,p04,p04_347,1,train_train
347,p05,p05_347,1,train_train
348,p02,p02_348,0,train_train
348,p04,p04_348,0,train_train
348,p05,p05_348,0,train_train
350,p02,p02_350,0,train_train
350,p04,p04_350,0,train_train
350,p05,p05_350,1,train_train
351,p02,p02_351,1,train_train
351,p04,p04_351,1,train_train
351,p05,p05_351,0,train_train
352,p02,p02_352,1,train_train
352,p04,p04_352,1,train_train
352,p05,p05_352,1,train_train
356,p02,p02_356,1,train_train
356,p04,p04_356,0,train_train
356,p05,p05_356,1,train_train
358,p02,p02_358,1,train_train
358,p04,p04_358,1,train_train
358,p05,p05_358,1,train_train
359,p02,p02_359,1,train_train
359,p04,p04_359,1,train_train
359,p05,p05_359,0,train_train
362,p02,p02_362,1,train_train
362,p04,p04_362,1,train_train
362,p05,p05_362,1,train_train
363,p02,p02_363,0,train_train
363,p04,p04_363,1,train_train
363,p05,p05_363,1,train_train
367,p02,p02_367,1,train_train
367,p04,p04_367,1,train_train
367,p05,p05_367,1,train_train
368,p02,p02_368,1,train_train
368,p04,p04_368,1,train_train
368,p05,p05_368,1,train_train
370,p02,p02_370,1,train_train
370,p04,p04_370,1,train_train
370,p05,p05_370,1,train_train
371,p02,p02_371,0,train_train
371,p04,p04_371,0,train_train
371,p05,p05_371,0,train_train
373,p02,p02_373,1,train_train
373,p04,p04_373,1,train_train
373,p05,p05_373,1,train_train
375,p02,p02_375,1,train_train
375,p04,p04_375,1,train_train
375,p05,p05_375,1,train_train
377,p02,p02_377,1,train_train
377,p04,p04_377,1,train_train
377,p05,p05_377,1,train_train
379,p02,p02_379,1,train_train
379,p04,p04_379,1,train_train
379,p05,p05_379,1,train_train
381,p02,p02_381,0,train_train
381,p04,p04_381,0,train_train
381,p05,p05_381,0,train_train
382,p02,p02_382,1,train_train
382,p04,p04_382,1,train_train
382,p05,p05_382,1,train_train
383,p02,p02_383,1,train_train
383,p04,p04_383,1,train_train
383,p05,p05_383,1,train_train
386,p02,p02_386,0,train_train
386,p04,p04_386,0,train_train
386,p05,p05_386,1,train_train
389,p02,p02_389,1,train_train
389,p04,p04_389,1,train_train
389,p05,p05_389,1,train_train
392,p02,p02_392,1,train_train
392,p04,p04_392,1,train_train
392,p05,p05_392,1,train_train
394,p02,p02_394,1,train_train
394,p04,p04_394,1,train_train
394,p05,p05_394,1,train_train
395,p02,p02_395,1,train_train
395,p04,p04_395,1,train_train
395,p05,p05_395,1,train_train
397,p02,p02_397,1,train_train
397,p04,p04_397,1,train_train
397,p05,p05_397,1,train_train
401,p02,p02_401,1,train_train
401,p04,p04_401,1,train_train
401,p05,p05_401,1,train_train
403,p02,p02_403,1,train_train
403,p04,p04_403,1,train_train
403,p05,p05_403,1,train_train
404,p02,p02_404,0,train_train
404,p04,p04_404,0,train_train
404,p05,p05_404,0,train_train
406,p02,p02_406,1,train_train
406,p04,p04_406,1,train_train
406,p05,p05_406,1,train_train
408,p02,p02_408,0,train_train
408,p04,p04_408,1,train_train
408,p05,p05_408,1,train_train
411,p02,p02_411,1,train_train
411,p04,p04_411,1,train_train
411,p05,p05_411,1,train_train
413,p02,p02_413,1,train_train
413,p04,p04_413,1,train_train
413,p05,p05_413,1,train_train
415,p02,p02_415,1,train_train
415,p04,p04_415,1,train_train
415,p05,p05_415,1,train_train
416,p02,p02_416,0,train_train
416,p04,p04_416,1,train_train
416,p05,p05_416,1,train_train
418,p02,p02_418,1,train_train
418,p04,p04_418,1,train_train
418,p05,p05_418,1,train_train
420,p02,p02_420,1,train_train
420,p04,p04_420,1,train_train
420,p05,p05_420,1,train_train
422,p02,p02_422,0,train_train
422,p04,p04_422,0,train_train
422,p05,p05_422,1,train_train
423,p02,p02_423,1,train_train
423,p04,p04_423,1,train_train
423,p05,p05_423,1,train_train
424,p02,p02_424,0,train_train
424,p04,p04_424,1,train_train
424,p05,p05_424,1,train_train
426,p02,p02_426,1,train_train
426,p04,p04_426,1,train_train
426,p05,p05_426,1,train_train
428,p02,p02_428,1,train_train
428,p04,p04_428,1,train_train
428,p05,p05_428,1,train_train
430,p02,p02_430,1,train_train
430,p04,p04_430,1,train_train
430,p05,p05_430,1,train_train
435,p02,p02_435,1,train_train
435,p04,p04_435,1,train_train
435,p05,p05_435,1,train_train
437,p02,p02_437,1,train_train
437,p04,p04_437,1,train_train
437,p05,p05_437,1,train_train
440,p02,p02_440,1,train_train
440,p04,p04_440,1,train_train
440,p05,p05_440,1,train_train
442,p02,p02_442,1,train_train
442,p04,p04_442,1,train_train
442,p05,p05_442,1,train_train
445,p02,p02_445,0,train_train
445,p04,p04_445,0,train_train
445,p05,p05_445,0,train_train
446,p02,p02_446,0,train_train
446,p04,p04_446,0,train_train
446,p05,p05_446,0,train_train
447,p02,p02_447,1,train_train
447,p04,p04_447,1,train_train
447,p05,p05_447,1,train_train
452,p02,p02_452,1,train_train
452,p04,p04_452,1,train_train
452,p05,p05_452,1,train_train
454,p02,p02_454,0,train_train
454,p04,p04_454,0,train_train
454,p05,p05_454,0,train_train
456,p02,p02_456,1,train_train
456,p04,p04_456,1,train_train
456,p05,p05_456,1,train_train
460,p02,p02_460,0,train_train
460,p04,p04_460,0,train_train
460,p05,p05_460,0,train_train
462,p02,p02_462,1,train_train
462,p04,p04_462,1,train_train
462,p05,p05_462,1,train_train
467,p02,p02_467,0,train_train
467,p04,p04_467,0,train_train
467,p05,p05_467,0,train_train
468,p02,p02_468,1,train_train
468,p04,p04_468,1,train_train
468,p05,p05_468,0,train_train
469,p02,p02_469,1,train_train
469,p04,p04_469,1,train_train
469,p05,p05_469,0,train_train
470,p02,p02_470,1,train_train
470,p04,p04_470,0,train_train
470,p05,p05_470,1,train_train
471,p02,p02_471,1,train_train
471,p04,p04_471,1,train_train
471,p05,p05_471,0,train_train
473,p02,p02_473,1,train_train
473,p04,p04_473,1,train_train
473,p05,p05_473,1,train_train
475,p02,p02_475,0,train_train
475,p04,p04_475,1,train_train
475,p05,p05_475,1,train_train
479,p02,p02_479,1,train_train
479,p04,p04_479,1,train_train
479,p05,p05_479,1,train_train
482,p02,p02_482,1,train_train
482,p04,p04_482,1,train_train
482,p05,p05_482,1,train_train
484,p02,p02_484,0,train_train
484,p04,p04_484,1,train_train
484,p05,p05_484,1,train_train
487,p02,p02_487,0,train_train
487,p04,p04_487,0,train_train
487,p05,p05_487,0,train_train
488,p02,p02_488,0,train_train
488,p04,p04_488,0,train_train
488,p05,p05_488,1,train_train
489,p02,p02_489,1,train_train
489,p04,p04_489,1,train_train
489,p05,p05_489,1,train_train
494,p02,p02_494,1,train_train
494,p04,p04_494,1,train_train
494,p05,p05_494,1,train_train
495,p02,p02_495,1,train_train
495,p04,p04_495,1,train_train
495,p05,p05_495,0,train_train
496,p02,p02_496,0,train_train
496,p04,p04_496,1,train_train
496,p05,p05_496,1,train_train
499,p02,p02_499,1,train_train
499,p04,p04_499,1,train_train
499,p05,p05_499,1,train_train
4,p02,p02_4,1,val_seen_subject_unseen_item
4,p04,p04_4,1,val_seen_subject_unseen_item
4,p05,p05_4,0,val_seen_subject_unseen_item
6,p02,p02_6,1,val_seen_subject_unseen_item
6,p04,p04_6,1,val_seen_subject_unseen_item
6,p05,p05_6,1,val_seen_subject_unseen_item
9,p02,p02_9,0,val_seen_subject_unseen_item
9,p04,p04_9,0,val_seen_subject_unseen_item
9,p05,p05_9,0,val_seen_subject_unseen_item
10,p02,p02_10,1,val_seen_subject_unseen_item
10,p04,p04_10,1,val_seen_subject_unseen_item
10,p05,p05_10,1,val_seen_subject_unseen_item
12,p02,p02_12,0,val_seen_subject_unseen_item
12,p04,p04_12,1,val_seen_subject_unseen_item
12,p05,p05_12,0,val_seen_subject_unseen_item
16,p02,p02_16,1,val_seen_subject_unseen_item
16,p04,p04_16,1,val_seen_subject_unseen_item
16,p05,p05_16,1,val_seen_subject_unseen_item
19,p02,p02_19,1,val_seen_subject_unseen_item
19,p04,p04_19,1,val_seen_subject_unseen_item
19,p05,p05_19,0,val_seen_subject_unseen_item
25,p02,p02_25,1,val_seen_subject_unseen_item
25,p04,p04_25,1,val_seen_subject_unseen_item
25,p05,p05_25,0,val_seen_subject_unseen_item
27,p02,p02_27,0,val_seen_subject_unseen_item
27,p04,p04_27,1,val_seen_subject_unseen_item
27,p05,p05_27,1,val_seen_subject_unseen_item
30,p02,p02_30,1,val_seen_subject_unseen_item
30,p04,p04_30,1,val_seen_subject_unseen_item
30,p05,p05_30,1,val_seen_subject_unseen_item
31,p02,p02_31,0,val_seen_subject_unseen_item
31,p04,p04_31,0,val_seen_subject_unseen_item
31,p05,p05_31,1,val_seen_subject_unseen_item
33,p02,p02_33,1,val_seen_subject_unseen_item
33,p04,p04_33,1,val_seen_subject_unseen_item
33,p05,p05_33,1,val_seen_subject_unseen_item
34,p02,p02_34,1,val_seen_subject_unseen_item
34,p04,p04_34,1,val_seen_subject_unseen_item
34,p05,p05_34,1,val_seen_subject_unseen_item
42,p02,p02_42,1,val_seen_subject_unseen_item
42,p04,p04_42,1,val_seen_subject_unseen_item
42,p05,p05_42,1,val_seen_subject_unseen_item
49,p02,p02_49,1,val_seen_subject_unseen_item
49,p04,p04_49,1,val_seen_subject_unseen_item
49,p05,p05_49,1,val_seen_subject_unseen_item
50,p02,p02_50,1,val_seen_subject_unseen_item
50,p04,p04_50,1,val_seen_subject_unseen_item
50,p05,p05_50,1,val_seen_subject_unseen_item
54,p02,p02_54,1,val_seen_subject_unseen_item
54,p04,p04_54,1,val_seen_subject_unseen_item
54,p05,p05_54,1,val_seen_subject_unseen_item
58,p02,p02_58,0,val_seen_subject_unseen_item
58,p04,p04_58,0,val_seen_subject_unseen_item
58,p05,p05_58,1,val_seen_subject_unseen_item
67,p02,p02_67,0,val_seen_subject_unseen_item
67,p04,p04_67,0,val_seen_subject_unseen_item
67,p05,p05_67,0,val_seen_subject_unseen_item
69,p02,p02_69,1,val_seen_subject_unseen_item
69,p04,p04_69,1,val_seen_subject_unseen_item
69,p05,p05_69,1,val_seen_subject_unseen_item
77,p02,p02_77,1,val_seen_subject_unseen_item
77,p04,p04_77,1,val_seen_subject_unseen_item
77,p05,p05_77,1,val_seen_subject_unseen_item
81,p02,p02_81,0,val_seen_subject_unseen_item
81,p04,p04_81,1,val_seen_subject_unseen_item
81,p05,p05_81,0,val_seen_subject_unseen_item
89,p02,p02_89,1,val_seen_subject_unseen_item
89,p04,p04_89,1,val_seen_subject_unseen_item
89,p05,p05_89,1,val_seen_subject_unseen_item
90,p02,p02_90,0,val_seen_subject_unseen_item
90,p04,p04_90,1,val_seen_subject_unseen_item
90,p05,p05_90,1,val_seen_subject_unseen_item
