label,prediction_prob,eval_regime,eval_type,fold_index,unique_paragraph_id,participant_id,unique_trial_id,RC,difficulty,model,source_file
2.0,1.3315192461013794,seen_subject_unseen_item,val,0,northpole,msd106,msd106_northpole_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.5924657583236694,unseen_subject_seen_item,val,0,flytrap,msd003,msd003_flytrap_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.5944126844406128,unseen_subject_seen_item,val,0,flytrap,msd007,msd007_flytrap_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.592421293258667,unseen_subject_seen_item,val,0,flytrap,msd010,msd010_flytrap_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
0.0,1.5931657552719116,unseen_subject_seen_item,val,0,flytrap,msd012,msd012_flytrap_1,1,0.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.592808961868286,unseen_subject_seen_item,val,0,flytrap,msd017,msd017_flytrap_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.59151291847229,unseen_subject_seen_item,val,0,flytrap,msd027,msd027_flytrap_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.5931217670440674,unseen_subject_seen_item,val,0,flytrap,msd030,msd030_flytrap_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
3.0,1.5932395458221436,unseen_subject_seen_item,val,0,flytrap,msd036,msd036_flytrap_1,0,3.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.592235445976257,unseen_subject_seen_item,val,0,flytrap,msd038,msd038_flytrap_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.5928765535354614,unseen_subject_seen_item,val,0,flytrap,msd040,msd040_flytrap_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.549641489982605,unseen_subject_seen_item,val,0,flytrap,msd043,msd043_flytrap_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.592621088027954,unseen_subject_seen_item,val,0,flytrap,msd053,msd053_flytrap_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.593674898147583,unseen_subject_seen_item,val,0,flytrap,msd054,msd054_flytrap_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.5935392379760742,unseen_subject_seen_item,val,0,flytrap,msd062,msd062_flytrap_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.5928120613098145,unseen_subject_seen_item,val,0,flytrap,msd064,msd064_flytrap_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.5921159982681274,unseen_subject_seen_item,val,0,flytrap,msd070,msd070_flytrap_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.592098355293274,unseen_subject_seen_item,val,0,flytrap,msd077,msd077_flytrap_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.5922753810882568,unseen_subject_seen_item,val,0,flytrap,msd078,msd078_flytrap_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.4128724336624146,unseen_subject_seen_item,val,0,flytrap,msd082,msd082_flytrap_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.5933020114898682,unseen_subject_seen_item,val,0,flytrap,msd084,msd084_flytrap_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.5920958518981934,unseen_subject_seen_item,val,0,flytrap,msd095,msd095_flytrap_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
0.0,1.5917643308639526,unseen_subject_seen_item,val,0,flytrap,msd097,msd097_flytrap_1,1,0.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.592255473136902,unseen_subject_seen_item,val,0,flytrap,msd107,msd107_flytrap_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.4777315855026243,unseen_subject_seen_item,val,0,genome,msd003,msd003_genome_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.3261274099349976,unseen_subject_seen_item,val,0,genome,msd007,msd007_genome_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.4771054983139038,unseen_subject_seen_item,val,0,genome,msd010,msd010_genome_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
0.0,1.4772447347640991,unseen_subject_seen_item,val,0,genome,msd012,msd012_genome_1,1,0.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.4774930477142334,unseen_subject_seen_item,val,0,genome,msd017,msd017_genome_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.4765031337738037,unseen_subject_seen_item,val,0,genome,msd027,msd027_genome_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.4777228832244873,unseen_subject_seen_item,val,0,genome,msd030,msd030_genome_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.4777826070785522,unseen_subject_seen_item,val,0,genome,msd036,msd036_genome_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.477623462677002,unseen_subject_seen_item,val,0,genome,msd038,msd038_genome_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.476771354675293,unseen_subject_seen_item,val,0,genome,msd040,msd040_genome_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.4778437614440918,unseen_subject_seen_item,val,0,genome,msd043,msd043_genome_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.4767976999282837,unseen_subject_seen_item,val,0,genome,msd053,msd053_genome_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.477733492851257,unseen_subject_seen_item,val,0,genome,msd054,msd054_genome_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.4776872396469116,unseen_subject_seen_item,val,0,genome,msd062,msd062_genome_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.477766752243042,unseen_subject_seen_item,val,0,genome,msd064,msd064_genome_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.4764487743377686,unseen_subject_seen_item,val,0,genome,msd070,msd070_genome_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.4772456884384155,unseen_subject_seen_item,val,0,genome,msd077,msd077_genome_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.4771404266357422,unseen_subject_seen_item,val,0,genome,msd078,msd078_genome_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.4783066511154177,unseen_subject_seen_item,val,0,genome,msd082,msd082_genome_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.4777421951293943,unseen_subject_seen_item,val,0,genome,msd084,msd084_genome_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.4766145944595337,unseen_subject_seen_item,val,0,genome,msd095,msd095_genome_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.4774552583694458,unseen_subject_seen_item,val,0,genome,msd097,msd097_genome_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.477742075920105,unseen_subject_seen_item,val,0,genome,msd107,msd107_genome_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.4249234199523926,unseen_subject_unseen_item,val,0,northpole,msd003,msd003_northpole_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.333075761795044,unseen_subject_unseen_item,val,0,northpole,msd007,msd007_northpole_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.331999659538269,unseen_subject_unseen_item,val,0,northpole,msd010,msd010_northpole_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3321212530136108,unseen_subject_unseen_item,val,0,northpole,msd012,msd012_northpole_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.3322144746780396,unseen_subject_unseen_item,val,0,northpole,msd017,msd017_northpole_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.3315399885177612,unseen_subject_unseen_item,val,0,northpole,msd027,msd027_northpole_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.3324371576309204,unseen_subject_unseen_item,val,0,northpole,msd030,msd030_northpole_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.3319580554962158,unseen_subject_unseen_item,val,0,northpole,msd036,msd036_northpole_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
3.0,1.3324495553970337,unseen_subject_unseen_item,val,0,northpole,msd038,msd038_northpole_1,0,3.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3317526578903198,unseen_subject_unseen_item,val,0,northpole,msd040,msd040_northpole_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.332222580909729,unseen_subject_unseen_item,val,0,northpole,msd043,msd043_northpole_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3313688039779663,unseen_subject_unseen_item,val,0,northpole,msd053,msd053_northpole_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.331949234008789,unseen_subject_unseen_item,val,0,northpole,msd054,msd054_northpole_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3321521282196045,unseen_subject_unseen_item,val,0,northpole,msd062,msd062_northpole_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.3324015140533447,unseen_subject_unseen_item,val,0,northpole,msd064,msd064_northpole_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.3317612409591677,unseen_subject_unseen_item,val,0,northpole,msd070,msd070_northpole_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3316984176635742,unseen_subject_unseen_item,val,0,northpole,msd077,msd077_northpole_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.3318641185760498,unseen_subject_unseen_item,val,0,northpole,msd078,msd078_northpole_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
3.0,1.3323547840118408,unseen_subject_unseen_item,val,0,northpole,msd082,msd082_northpole_1,1,3.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.3313863277435305,unseen_subject_unseen_item,val,0,northpole,msd084,msd084_northpole_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.3312623500823977,unseen_subject_unseen_item,val,0,northpole,msd095,msd095_northpole_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.331907868385315,unseen_subject_unseen_item,val,0,northpole,msd097,msd097_northpole_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.331539750099182,unseen_subject_unseen_item,val,0,northpole,msd107,msd107_northpole_1,1,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
0.0,1.3769652843475342,seen_subject_unseen_item,test,0,dickens,msd001,msd001_dickens_1,1,0.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3773276805877686,seen_subject_unseen_item,test,0,dickens,msd002,msd002_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3771532773971558,seen_subject_unseen_item,test,0,dickens,msd003,msd003_dickens_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.376926302909851,seen_subject_unseen_item,test,0,dickens,msd004,msd004_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.376829981803894,seen_subject_unseen_item,test,0,dickens,msd005,msd005_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.377487301826477,seen_subject_unseen_item,test,0,dickens,msd007,msd007_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3775893449783323,seen_subject_unseen_item,test,0,dickens,msd008,msd008_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
0.0,1.377139687538147,seen_subject_unseen_item,test,0,dickens,msd009,msd009_dickens_1,1,0.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.376964807510376,seen_subject_unseen_item,test,0,dickens,msd010,msd010_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
0.0,1.3786767721176147,seen_subject_unseen_item,test,0,dickens,msd012,msd012_dickens_1,1,0.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3768130540847778,seen_subject_unseen_item,test,0,dickens,msd017,msd017_dickens_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
0.0,1.3766287565231323,seen_subject_unseen_item,test,0,dickens,msd018,msd018_dickens_1,1,0.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.376266360282898,seen_subject_unseen_item,test,0,dickens,msd019,msd019_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3771377801895142,seen_subject_unseen_item,test,0,dickens,msd023,msd023_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.385230302810669,seen_subject_unseen_item,test,0,dickens,msd024,msd024_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3767913579940796,seen_subject_unseen_item,test,0,dickens,msd025,msd025_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3768720626831057,seen_subject_unseen_item,test,0,dickens,msd026,msd026_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
3.0,1.3769264221191406,seen_subject_unseen_item,test,0,dickens,msd027,msd027_dickens_1,1,3.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.377071738243103,seen_subject_unseen_item,test,0,dickens,msd030,msd030_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.377068281173706,seen_subject_unseen_item,test,0,dickens,msd031,msd031_dickens_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
2.0,1.3771090507507324,seen_subject_unseen_item,test,0,dickens,msd032,msd032_dickens_1,0,2.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3774625062942505,seen_subject_unseen_item,test,0,dickens,msd034,msd034_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.37718403339386,seen_subject_unseen_item,test,0,dickens,msd035,msd035_dickens_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3881795406341553,seen_subject_unseen_item,test,0,dickens,msd036,msd036_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3769298791885376,seen_subject_unseen_item,test,0,dickens,msd037,msd037_dickens_1,0,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3769407272338867,seen_subject_unseen_item,test,0,dickens,msd038,msd038_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3771934509277344,seen_subject_unseen_item,test,0,dickens,msd040,msd040_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.376933217048645,seen_subject_unseen_item,test,0,dickens,msd042,msd042_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
1.0,1.3774659633636477,seen_subject_unseen_item,test,0,dickens,msd043,msd043_dickens_1,1,1.0,RoberteyeResidualGated,outputs/rgated_eval/fold_index=0/trial_level_test_results.csv
