unique_paragraph_id,participant_id,unique_trial_id,RC,difficulty,regime
dickens,msd021,msd021_dickens_4,0,0.0,train_train
dickens,msd021,msd021_dickens_5,0,0.0,train_train
dickens,msd022,msd022_dickens_1,0,0.0,train_train
dickens,msd022,msd022_dickens_2,1,0.0,train_train
dickens,msd022,msd022_dickens_3,0,0.0,train_train
dickens,msd022,msd022_dickens_4,1,0.0,train_train
dickens,msd022,msd022_dickens_5,0,0.0,train_train
dickens,msd027,msd027_dickens_1,1,3.0,train_train
dickens,msd027,msd027_dickens_2,1,3.0,train_train
dickens,msd027,msd027_dickens_3,0,3.0,train_train
dickens,msd027,msd027_dickens_4,1,3.0,train_train
dickens,msd027,msd027_dickens_5,0,3.0,train_train
dickens,msd028,msd028_dickens_1,0,0.0,train_train
dickens,msd028,msd028_dickens_2,1,0.0,train_train
dickens,msd028,msd028_dickens_3,1,0.0,train_train
dickens,msd028,msd028_dickens_4,0,0.0,train_train
dickens,msd028,msd028_dickens_5,0,0.0,train_train
dickens,msd030,msd030_dickens_1,1,1.0,train_train
dickens,msd030,msd030_dickens_2,0,1.0,train_train
dickens,msd030,msd030_dickens_3,1,1.0,train_train
dickens,msd030,msd030_dickens_4,1,1.0,train_train
dickens,msd030,msd030_dickens_5,0,1.0,train_train
dickens,msd033,msd033_dickens_1,0,1.0,train_train
dickens,msd033,msd033_dickens_2,0,1.0,train_train
dickens,msd033,msd033_dickens_3,0,1.0,train_train
dickens,msd033,msd033_dickens_4,0,1.0,train_train
dickens,msd033,msd033_dickens_5,0,1.0,train_train
dickens,msd036,msd036_dickens_1,1,1.0,train_train
dickens,msd036,msd036_dickens_2,1,1.0,train_train
dickens,msd036,msd036_dickens_3,1,1.0,train_train
dickens,msd036,msd036_dickens_4,1,1.0,train_train
dickens,msd036,msd036_dickens_5,1,1.0,train_train
dickens,msd038,msd038_dickens_1,1,1.0,train_train
dickens,msd038,msd038_dickens_2,1,1.0,train_train
dickens,msd038,msd038_dickens_3,1,1.0,train_train
dickens,msd038,msd038_dickens_4,1,1.0,train_train
dickens,msd038,msd038_dickens_5,0,1.0,train_train
dickens,msd040,msd040_dickens_1,1,1.0,train_train
dickens,msd040,msd040_dickens_2,1,1.0,train_train
dickens,msd040,msd040_dickens_3,1,1.0,train_train
dickens,msd040,msd040_dickens_4,1,1.0,train_train
dickens,msd040,msd040_dickens_5,1,1.0,train_train
dickens,msd041,msd041_dickens_1,0,1.0,train_train
dickens,msd041,msd041_dickens_2,1,1.0,train_train
dickens,msd041,msd041_dickens_3,1,1.0,train_train
dickens,msd041,msd041_dickens_4,1,1.0,train_train
dickens,msd041,msd041_dickens_5,0,1.0,train_train
dickens,msd043,msd043_dickens_1,1,1.0,train_train
dickens,msd043,msd043_dickens_2,0,1.0,train_train
dickens,msd043,msd043_dickens_3,0,1.0,train_train
dickens,msd043,msd043_dickens_4,1,1.0,train_train
dickens,msd043,msd043_dickens_5,0,1.0,train_train
dickens,msd045,msd045_dickens_1,1,1.0,train_train
dickens,msd045,msd045_dickens_2,1,1.0,train_train
dickens,msd045,msd045_dickens_3,0,1.0,train_train
dickens,msd045,msd045_dickens_4,1,1.0,train_train
dickens,msd045,msd045_dickens_5,0,1.0,train_train
dickens,msd047,msd047_dickens_1,0,1.0,train_train
dickens,msd047,msd047_dickens_2,0,1.0,train_train
dickens,msd047,msd047_dickens_3,0,1.0,train_train
dickens,msd047,msd047_dickens_4,0,1.0,train_train
dickens,msd047,msd047_dickens_5,0,1.0,train_train
dickens,msd049,msd049_dickens_1,1,1.0,train_train
dickens,msd049,msd049_dickens_2,1,1.0,train_train
dickens,msd049,msd049_dickens_3,0,1.0,train_train
dickens,msd049,msd049_dickens_4,1,1.0,train_train
dickens,msd049,msd049_dickens_5,0,1.0,train_train
dickens,msd051,msd051_dickens_1,1,1.0,train_train
dickens,msd051,msd051_dickens_2,0,1.0,train_train
dickens,msd051,msd051_dickens_3,1,1.0,train_train
dickens,msd051,msd051_dickens_4,1,1.0,train_train
dickens,msd051,msd051_dickens_5,0,1.0,train_train
dickens,msd053,msd053_dickens_1,1,1.0,train_train
dickens,msd053,msd053_dickens_2,1,1.0,train_train
dickens,msd053,msd053_dickens_3,1,1.0,train_train
dickens,msd053,msd053_dickens_4,1,1.0,train_train
dickens,msd053,msd053_dickens_5,0,1.0,train_train
dickens,msd054,msd054_dickens_1,1,1.0,train_train
dickens,msd054,msd054_dickens_2,0,1.0,train_train
dickens,msd054,msd054_dickens_3,1,1.0,train_train
dickens,msd054,msd054_dickens_4,1,1.0,train_train
dickens,msd054,msd054_dickens_5,0,1.0,train_train
dickens,msd055,msd055_dickens_1,1,1.0,train_train
dickens,msd055,msd055_dickens_2,1,1.0,train_train
dickens,msd055,msd055_dickens_3,0,1.0,train_train
dickens,msd055,msd055_dickens_4,1,1.0,train_train
dickens,msd055,msd055_dickens_5,0,1.0,train_train
dickens,msd061,msd061_dickens_1,0,1.0,train_train
dickens,msd061,msd061_dickens_2,1,1.0,train_train
dickens,msd061,msd061_dickens_3,0,1.0,train_train
dickens,msd061,msd061_dickens_4,1,1.0,train_train
dickens,msd061,msd061_dickens_5,0,1.0,train_train
dickens,msd062,msd062_dickens_1,1,1.0,train_train
dickens,msd062,msd062_dickens_2,0,1.0,train_train
dickens,msd062,msd062_dickens_3,1,1.0,train_train
dickens,msd062,msd062_dickens_4,0,1.0,train_train
dickens,msd062,msd062_dickens_5,1,1.0,train_train
dickens,msd064,msd064_dickens_1,1,1.0,train_train
dickens,msd064,msd064_dickens_2,1,1.0,train_train
dickens,msd064,msd064_dickens_3,0,1.0,train_train
dickens,msd064,msd064_dickens_4,1,1.0,train_train
dickens,msd064,msd064_dickens_5,0,1.0,train_train
dickens,msd070,msd070_dickens_1,1,2.0,train_train
dickens,msd070,msd070_dickens_2,1,2.0,train_train
dickens,msd070,msd070_dickens_3,0,2.0,train_train
dickens,msd070,msd070_dickens_4,1,2.0,train_train
dickens,msd070,msd070_dickens_5,0,2.0,train_train
dickens,msd072,msd072_dickens_1,0,1.0,train_train
dickens,msd072,msd072_dickens_2,1,1.0,train_train
dickens,msd072,msd072_dickens_3,1,1.0,train_train
dickens,msd072,msd072_dickens_4,1,1.0,train_train
dickens,msd072,msd072_dickens_5,0,1.0,train_train
dickens,msd074,msd074_dickens_1,1,1.0,train_train
dickens,msd074,msd074_dickens_2,1,1.0,train_train
dickens,msd074,msd074_dickens_3,0,1.0,train_train
dickens,msd074,msd074_dickens_4,1,1.0,train_train
dickens,msd074,msd074_dickens_5,0,1.0,train_train
dickens,msd075,msd075_dickens_1,1,0.0,train_train
dickens,msd075,msd075_dickens_2,1,0.0,train_train
dickens,msd075,msd075_dickens_3,0,0.0,train_train
dickens,msd075,msd075_dickens_4,1,0.0,train_train
dickens,msd075,msd075_dickens_5,0,0.0,train_train
dickens,msd077,msd077_dickens_1,1,1.0,train_train
dickens,msd077,msd077_dickens_2,1,1.0,train_train
dickens,msd077,msd077_dickens_3,0,1.0,train_train
dickens,msd077,msd077_dickens_4,0,1.0,train_train
dickens,msd077,msd077_dickens_5,0,1.0,train_train
dickens,msd078,msd078_dickens_1,1,1.0,train_train
dickens,msd078,msd078_dickens_2,1,1.0,train_train
dickens,msd078,msd078_dickens_3,0,1.0,train_train
dickens,msd078,msd078_dickens_4,1,1.0,train_train
dickens,msd078,msd078_dickens_5,0,1.0,train_train
dickens,msd081,msd081_dickens_1,1,1.0,train_train
dickens,msd081,msd081_dickens_2,1,1.0,train_train
dickens,msd081,msd081_dickens_3,1,1.0,train_train
dickens,msd081,msd081_dickens_4,1,1.0,train_train
dickens,msd081,msd081_dickens_5,1,1.0,train_train
dickens,msd082,msd082_dickens_1,0,0.0,train_train
dickens,msd082,msd082_dickens_2,0,0.0,train_train
dickens,msd082,msd082_dickens_3,0,0.0,train_train
dickens,msd082,msd082_dickens_4,1,0.0,train_train
dickens,msd082,msd082_dickens_5,0,0.0,train_train
dickens,msd084,msd084_dickens_1,0,1.0,train_train
dickens,msd084,msd084_dickens_2,1,1.0,train_train
dickens,msd084,msd084_dickens_3,0,1.0,train_train
dickens,msd084,msd084_dickens_4,0,1.0,train_train
dickens,msd084,msd084_dickens_5,1,1.0,train_train
dickens,msd085,msd085_dickens_1,1,1.0,train_train
dickens,msd085,msd085_dickens_2,1,1.0,train_train
dickens,msd085,msd085_dickens_3,0,1.0,train_train
dickens,msd085,msd085_dickens_4,0,1.0,train_train
dickens,msd085,msd085_dickens_5,0,1.0,train_train
dickens,msd092,msd092_dickens_1,1,1.0,train_train
dickens,msd092,msd092_dickens_2,1,1.0,train_train
dickens,msd092,msd092_dickens_3,0,1.0,train_train
dickens,msd092,msd092_dickens_4,1,1.0,train_train
dickens,msd092,msd092_dickens_5,0,1.0,train_train
dickens,msd095,msd095_dickens_1,0,0.0,train_train
dickens,msd095,msd095_dickens_2,1,0.0,train_train
dickens,msd095,msd095_dickens_3,1,0.0,train_train
dickens,msd095,msd095_dickens_4,1,0.0,train_train
dickens,msd095,msd095_dickens_5,0,0.0,train_train
dickens,msd097,msd097_dickens_1,0,0.0,train_train
dickens,msd097,msd097_dickens_2,1,0.0,train_train
dickens,msd097,msd097_dickens_3,0,0.0,train_train
dickens,msd097,msd097_dickens_4,1,0.0,train_train
dickens,msd097,msd097_dickens_5,0,0.0,train_train
dickens,msd099,msd099_dickens_1,1,0.0,train_train
dickens,msd099,msd099_dickens_2,1,0.0,train_train
dickens,msd099,msd099_dickens_3,0,0.0,train_train
dickens,msd099,msd099_dickens_4,1,0.0,train_train
dickens,msd099,msd099_dickens_5,0,0.0,train_train
dickens,msd100,msd100_dickens_1,1,1.0,train_train
dickens,msd100,msd100_dickens_2,1,1.0,train_train
dickens,msd100,msd100_dickens_3,0,1.0,train_train
dickens,msd100,msd100_dickens_4,1,1.0,train_train
dickens,msd100,msd100_dickens_5,0,1.0,train_train
dickens,msd103,msd103_dickens_1,1,0.0,train_train
dickens,msd103,msd103_dickens_2,1,0.0,train_train
dickens,msd103,msd103_dickens_3,0,0.0,train_train
dickens,msd103,msd103_dickens_4,1,0.0,train_train
dickens,msd103,msd103_dickens_5,0,0.0,train_train
dickens,msd105,msd105_dickens_1,1,1.0,train_train
dickens,msd105,msd105_dickens_2,1,1.0,train_train
dickens,msd105,msd105_dickens_3,0,1.0,train_train
dickens,msd105,msd105_dickens_4,0,1.0,train_train
dickens,msd105,msd105_dickens_5,0,1.0,train_train
dickens,msd107,msd107_dickens_1,1,0.0,train_train
dickens,msd107,msd107_dickens_2,1,0.0,train_train
dickens,msd107,msd107_dickens_3,0,0.0,train_train
dickens,msd107,msd107_dickens_4,1,0.0,train_train
dickens,msd107,msd107_dickens_5,0,0.0,train_train
northpole,msd003,msd003_northpole_1,0,2.0,train_train
northpole,msd003,msd003_northpole_2,0,2.0,train_train
northpole,msd003,msd003_northpole_3,1,2.0,train_train
northpole,msd003,msd003_northpole_4,1,2.0,train_train
northpole,msd003,msd003_northpole_5,0,2.0,train_train
northpole,msd007,msd007_northpole_1,1,2.0,train_train
northpole,msd007,msd007_northpole_2,1,2.0,train_train
northpole,msd007,msd007_northpole_3,1,2.0,train_train
northpole,msd007,msd007_northpole_4,1,2.0,train_train
northpole,msd007,msd007_northpole_5,1,2.0,train_train
northpole,msd010,msd010_northpole_1,0,2.0,train_train
northpole,msd010,msd010_northpole_2,1,2.0,train_train
northpole,msd010,msd010_northpole_3,0,2.0,train_train
northpole,msd010,msd010_northpole_4,1,2.0,train_train
northpole,msd010,msd010_northpole_5,0,2.0,train_train
northpole,msd011,msd011_northpole_1,1,1.0,train_train
northpole,msd011,msd011_northpole_2,0,1.0,train_train
northpole,msd011,msd011_northpole_3,0,1.0,train_train
northpole,msd011,msd011_northpole_4,1,1.0,train_train
northpole,msd011,msd011_northpole_5,0,1.0,train_train
northpole,msd012,msd012_northpole_1,1,1.0,train_train
northpole,msd012,msd012_northpole_2,1,1.0,train_train
northpole,msd012,msd012_northpole_3,1,1.0,train_train
northpole,msd012,msd012_northpole_4,1,1.0,train_train
northpole,msd012,msd012_northpole_5,1,1.0,train_train
northpole,msd015,msd015_northpole_1,0,2.0,train_train
northpole,msd015,msd015_northpole_2,1,2.0,train_train
northpole,msd015,msd015_northpole_3,1,2.0,train_train
northpole,msd015,msd015_northpole_4,1,2.0,train_train
northpole,msd015,msd015_northpole_5,0,2.0,train_train
northpole,msd017,msd017_northpole_1,1,2.0,train_train
northpole,msd017,msd017_northpole_2,1,2.0,train_train
northpole,msd017,msd017_northpole_3,1,2.0,train_train
northpole,msd017,msd017_northpole_4,1,2.0,train_train
northpole,msd017,msd017_northpole_5,1,2.0,train_train
northpole,msd020,msd020_northpole_1,0,2.0,train_train
northpole,msd020,msd020_northpole_2,1,2.0,train_train
northpole,msd020,msd020_northpole_3,0,2.0,train_train
northpole,msd020,msd020_northpole_4,0,2.0,train_train
northpole,msd020,msd020_northpole_5,0,2.0,train_train
northpole,msd021,msd021_northpole_1,1,1.0,train_train
northpole,msd021,msd021_northpole_2,1,1.0,train_train
northpole,msd021,msd021_northpole_3,0,1.0,train_train
northpole,msd021,msd021_northpole_4,1,1.0,train_train
northpole,msd021,msd021_northpole_5,1,1.0,train_train
northpole,msd022,msd022_northpole_1,0,2.0,train_train
northpole,msd022,msd022_northpole_2,0,2.0,train_train
northpole,msd022,msd022_northpole_3,1,2.0,train_train
northpole,msd022,msd022_northpole_4,1,2.0,train_train
northpole,msd022,msd022_northpole_5,1,2.0,train_train
northpole,msd027,msd027_northpole_1,1,2.0,train_train
northpole,msd027,msd027_northpole_2,1,2.0,train_train
northpole,msd027,msd027_northpole_3,0,2.0,train_train
northpole,msd027,msd027_northpole_4,1,2.0,train_train
northpole,msd027,msd027_northpole_5,1,2.0,train_train
northpole,msd028,msd028_northpole_1,1,2.0,train_train
northpole,msd028,msd028_northpole_2,1,2.0,train_train
northpole,msd028,msd028_northpole_3,1,2.0,train_train
northpole,msd028,msd028_northpole_4,1,2.0,train_train
northpole,msd028,msd028_northpole_5,1,2.0,train_train
northpole,msd030,msd030_northpole_1,0,2.0,train_train
northpole,msd030,msd030_northpole_2,0,2.0,train_train
northpole,msd030,msd030_northpole_3,0,2.0,train_train
northpole,msd030,msd030_northpole_4,1,2.0,train_train
northpole,msd030,msd030_northpole_5,0,2.0,train_train
northpole,msd033,msd033_northpole_1,0,3.0,train_train
northpole,msd033,msd033_northpole_2,1,3.0,train_train
northpole,msd033,msd033_northpole_3,1,3.0,train_train
northpole,msd033,msd033_northpole_4,0,3.0,train_train
northpole,msd033,msd033_northpole_5,0,3.0,train_train
northpole,msd036,msd036_northpole_1,1,2.0,train_train
northpole,msd036,msd036_northpole_2,0,2.0,train_train
northpole,msd036,msd036_northpole_3,1,2.0,train_train
northpole,msd036,msd036_northpole_4,0,2.0,train_train
northpole,msd036,msd036_northpole_5,1,2.0,train_train
northpole,msd038,msd038_northpole_1,0,3.0,train_train
northpole,msd038,msd038_northpole_2,1,3.0,train_train
northpole,msd038,msd038_northpole_3,0,3.0,train_train
northpole,msd038,msd038_northpole_4,1,3.0,train_train
northpole,msd038,msd038_northpole_5,0,3.0,train_train
northpole,msd040,msd040_northpole_1,1,1.0,train_train
northpole,msd040,msd040_northpole_2,0,1.0,train_train
northpole,msd040,msd040_northpole_3,0,1.0,train_train
northpole,msd040,msd040_northpole_4,0,1.0,train_train
northpole,msd040,msd040_northpole_5,0,1.0,train_train
northpole,msd041,msd041_northpole_1,1,3.0,train_train
northpole,msd041,msd041_northpole_2,0,3.0,train_train
northpole,msd041,msd041_northpole_3,0,3.0,train_train
northpole,msd041,msd041_northpole_4,1,3.0,train_train
northpole,msd041,msd041_northpole_5,1,3.0,train_train
northpole,msd043,msd043_northpole_1,1,1.0,train_train
northpole,msd043,msd043_northpole_2,0,1.0,train_train
northpole,msd043,msd043_northpole_3,0,1.0,train_train
northpole,msd043,msd043_northpole_4,0,1.0,train_train
northpole,msd043,msd043_northpole_5,0,1.0,train_train
northpole,msd045,msd045_northpole_1,1,3.0,train_train
northpole,msd045,msd045_northpole_2,1,3.0,train_train
northpole,msd045,msd045_northpole_3,0,3.0,train_train
northpole,msd045,msd045_northpole_4,1,3.0,train_train
northpole,msd045,msd045_northpole_5,0,3.0,train_train
northpole,msd047,msd047_northpole_1,0,2.0,train_train
northpole,msd047,msd047_northpole_2,0,2.0,train_train
northpole,msd047,msd047_northpole_3,0,2.0,train_train
northpole,msd047,msd047_northpole_4,0,2.0,train_train
northpole,msd047,msd047_northpole_5,0,2.0,train_train
northpole,msd049,msd049_northpole_1,0,2.0,train_train
northpole,msd049,msd049_northpole_2,1,2.0,train_train
northpole,msd049,msd049_northpole_3,1,2.0,train_train
northpole,msd049,msd049_northpole_4,1,2.0,train_train
northpole,msd049,msd049_northpole_5,1,2.0,train_train
northpole,msd051,msd051_northpole_1,1,2.0,train_train
northpole,msd051,msd051_northpole_2,1,2.0,train_train
northpole,msd051,msd051_northpole_3,1,2.0,train_train
northpole,msd051,msd051_northpole_4,1,2.0,train_train
northpole,msd051,msd051_northpole_5,1,2.0,train_train
northpole,msd053,msd053_northpole_1,1,1.0,train_train
northpole,msd053,msd053_northpole_2,0,1.0,train_train
northpole,msd053,msd053_northpole_3,0,1.0,train_train
northpole,msd053,msd053_northpole_4,1,1.0,train_train
northpole,msd053,msd053_northpole_5,1,1.0,train_train
northpole,msd054,msd054_northpole_1,1,1.0,train_train
northpole,msd054,msd054_northpole_2,0,1.0,train_train
northpole,msd054,msd054_northpole_3,0,1.0,train_train
northpole,msd054,msd054_northpole_4,0,1.0,train_train
northpole,msd054,msd054_northpole_5,1,1.0,train_train
northpole,msd055,msd055_northpole_1,0,2.0,train_train
northpole,msd055,msd055_northpole_2,0,2.0,train_train
northpole,msd055,msd055_northpole_3,1,2.0,train_train
northpole,msd055,msd055_northpole_4,0,2.0,train_train
northpole,msd055,msd055_northpole_5,0,2.0,train_train
northpole,msd061,msd061_northpole_1,1,2.0,train_train
northpole,msd061,msd061_northpole_2,1,2.0,train_train
northpole,msd061,msd061_northpole_3,1,2.0,train_train
northpole,msd061,msd061_northpole_4,1,2.0,train_train
northpole,msd061,msd061_northpole_5,1,2.0,train_train
northpole,msd062,msd062_northpole_1,1,1.0,train_train
northpole,msd062,msd062_northpole_2,0,1.0,train_train
northpole,msd062,msd062_northpole_3,1,1.0,train_train
northpole,msd062,msd062_northpole_4,0,1.0,train_train
northpole,msd062,msd062_northpole_5,1,1.0,train_train
northpole,msd064,msd064_northpole_1,1,2.0,train_train
northpole,msd064,msd064_northpole_2,1,2.0,train_train
northpole,msd064,msd064_northpole_3,1,2.0,train_train
northpole,msd064,msd064_northpole_4,1,2.0,train_train
northpole,msd064,msd064_northpole_5,1,2.0,train_train
northpole,msd070,msd070_northpole_1,1,2.0,train_train
northpole,msd070,msd070_northpole_2,0,2.0,train_train
northpole,msd070,msd070_northpole_3,1,2.0,train_train
northpole,msd070,msd070_northpole_4,1,2.0,train_train
northpole,msd070,msd070_northpole_5,1,2.0,train_train
northpole,msd072,msd072_northpole_1,1,2.0,train_train
northpole,msd072,msd072_northpole_2,0,2.0,train_train
northpole,msd072,msd072_northpole_3,0,2.0,train_train
northpole,msd072,msd072_northpole_4,0,2.0,train_train
northpole,msd072,msd072_northpole_5,0,2.0,train_train
northpole,msd074,msd074_northpole_1,0,2.0,train_train
northpole,msd074,msd074_northpole_2,1,2.0,train_train
northpole,msd074,msd074_northpole_3,0,2.0,train_train
northpole,msd074,msd074_northpole_4,1,2.0,train_train
northpole,msd074,msd074_northpole_5,1,2.0,train_train
northpole,msd075,msd075_northpole_1,1,0.0,train_train
northpole,msd075,msd075_northpole_2,1,0.0,train_train
northpole,msd075,msd075_northpole_3,1,0.0,train_train
northpole,msd075,msd075_northpole_4,1,0.0,train_train
northpole,msd075,msd075_northpole_5,1,0.0,train_train
northpole,msd077,msd077_northpole_1,1,1.0,train_train
northpole,msd077,msd077_northpole_2,1,1.0,train_train
northpole,msd077,msd077_northpole_3,1,1.0,train_train
northpole,msd077,msd077_northpole_4,0,1.0,train_train
northpole,msd077,msd077_northpole_5,1,1.0,train_train
northpole,msd078,msd078_northpole_1,0,2.0,train_train
northpole,msd078,msd078_northpole_2,1,2.0,train_train
northpole,msd078,msd078_northpole_3,1,2.0,train_train
northpole,msd078,msd078_northpole_4,1,2.0,train_train
northpole,msd078,msd078_northpole_5,0,2.0,train_train
northpole,msd081,msd081_northpole_1,1,2.0,train_train
northpole,msd081,msd081_northpole_2,1,2.0,train_train
northpole,msd081,msd081_northpole_3,0,2.0,train_train
northpole,msd081,msd081_northpole_4,0,2.0,train_train
northpole,msd081,msd081_northpole_5,1,2.0,train_train
northpole,msd082,msd082_northpole_1,1,3.0,train_train
northpole,msd082,msd082_northpole_2,0,3.0,train_train
northpole,msd082,msd082_northpole_3,1,3.0,train_train
northpole,msd082,msd082_northpole_4,0,3.0,train_train
northpole,msd082,msd082_northpole_5,0,3.0,train_train
northpole,msd084,msd084_northpole_1,0,2.0,train_train
northpole,msd084,msd084_northpole_2,0,2.0,train_train
northpole,msd084,msd084_northpole_3,1,2.0,train_train
northpole,msd084,msd084_northpole_4,0,2.0,train_train
northpole,msd084,msd084_northpole_5,1,2.0,train_train
northpole,msd085,msd085_northpole_1,1,2.0,train_train
northpole,msd085,msd085_northpole_2,0,2.0,train_train
northpole,msd085,msd085_northpole_3,1,2.0,train_train
northpole,msd085,msd085_northpole_4,0,2.0,train_train
northpole,msd085,msd085_northpole_5,0,2.0,train_train
northpole,msd092,msd092_northpole_1,0,1.0,train_train
northpole,msd092,msd092_northpole_2,0,1.0,train_train
northpole,msd092,msd092_northpole_3,1,1.0,train_train
northpole,msd092,msd092_northpole_4,0,1.0,train_train
northpole,msd092,msd092_northpole_5,0,1.0,train_train
northpole,msd095,msd095_northpole_1,0,2.0,train_train
northpole,msd095,msd095_northpole_2,1,2.0,train_train
northpole,msd095,msd095_northpole_3,0,2.0,train_train
northpole,msd095,msd095_northpole_4,0,2.0,train_train
northpole,msd095,msd095_northpole_5,1,2.0,train_train
northpole,msd097,msd097_northpole_1,1,2.0,train_train
northpole,msd097,msd097_northpole_2,1,2.0,train_train
northpole,msd097,msd097_northpole_3,1,2.0,train_train
northpole,msd097,msd097_northpole_4,1,2.0,train_train
northpole,msd097,msd097_northpole_5,0,2.0,train_train
northpole,msd099,msd099_northpole_1,1,1.0,train_train
northpole,msd099,msd099_northpole_2,0,1.0,train_train
northpole,msd099,msd099_northpole_3,0,1.0,train_train
northpole,msd099,msd099_northpole_4,1,1.0,train_train
northpole,msd099,msd099_northpole_5,1,1.0,train_train
northpole,msd100,msd100_northpole_1,1,2.0,train_train
northpole,msd100,msd100_northpole_2,1,2.0,train_train
northpole,msd100,msd100_northpole_3,1,2.0,train_train
northpole,msd100,msd100_northpole_4,1,2.0,train_train
northpole,msd100,msd100_northpole_5,0,2.0,train_train
northpole,msd103,msd103_northpole_1,1,1.0,train_train
northpole,msd103,msd103_northpole_2,1,1.0,train_train
northpole,msd103,msd103_northpole_3,1,1.0,train_train
northpole,msd103,msd103_northpole_4,1,1.0,train_train
northpole,msd103,msd103_northpole_5,1,1.0,train_train
northpole,msd105,msd105_northpole_1,1,2.0,train_train
northpole,msd105,msd105_northpole_2,1,2.0,train_train
northpole,msd105,msd105_northpole_3,0,2.0,train_train
northpole,msd105,msd105_northpole_4,1,2.0,train_train
northpole,msd105,msd105_northpole_5,0,2.0,train_train
northpole,msd107,msd107_northpole_1,1,2.0,train_train
northpole,msd107,msd107_northpole_2,1,2.0,train_train
northpole,msd107,msd107_northpole_3,0,2.0,train_train
northpole,msd107,msd107_northpole_4,1,2.0,train_train
northpole,msd107,msd107_northpole_5,1,2.0,train_train
flytrap,msd003,msd003_flytrap_1,1,1.0,val_seen_subject_unseen_item
flytrap,msd003,msd003_flytrap_2,1,1.0,val_seen_subject_unseen_item
flytrap,msd003,msd003_flytrap_3,1,1.0,val_seen_subject_unseen_item
flytrap,msd003,msd003_flytrap_4,1,1.0,val_seen_subject_unseen_item
flytrap,msd003,msd003_flytrap_5,0,1.0,val_seen_subject_unseen_item
flytrap,msd007,msd007_flytrap_1,1,1.0,val_seen_subject_unseen_item
flytrap,msd007,msd007_flytrap_2,1,1.0,val_seen_subject_unseen_item
flytrap,msd007,msd007_flytrap_3,1,1.0,val_seen_subject_unseen_item
flytrap,msd007,msd007_flytrap_4,1,1.0,val_seen_subject_unseen_item
flytrap,msd007,msd007_flytrap_5,1,1.0,val_seen_subject_unseen_item
flytrap,msd010,msd010_flytrap_1,1,1.0,val_seen_subject_unseen_item
flytrap,msd010,msd010_flytrap_2,0,1.0,val_seen_subject_unseen_item
flytrap,msd010,msd010_flytrap_3,0,1.0,val_seen_subject_unseen_item
flytrap,msd010,msd010_flytrap_4,1,1.0,val_seen_subject_unseen_item
flytrap,msd010,msd010_flytrap_5,0,1.0,val_seen_subject_unseen_item
flytrap,msd011,msd011_flytrap_1,1,2.0,val_seen_subject_unseen_item
flytrap,msd011,msd011_flytrap_2,0,2.0,val_seen_subject_unseen_item
flytrap,msd011,msd011_flytrap_3,0,2.0,val_seen_subject_unseen_item
flytrap,msd011,msd011_flytrap_4,0,2.0,val_seen_subject_unseen_item
