column,type,count,percent_null,min,quantile_10,mean,median,quantile_90,max,std,nunique,distribution
inword saccade11,categorical,2,100.0,,,,,,,,2,"{'(17145768, 17145780, 12, [290.9, 512.2], [261.7, 507.1], -29.19999999999999)': 50.0, '(5310964, 5310982, 18, [346.4, 490.4], [407.1, 501.4], 60.700000000000045)': 50.0}"
inword saccade12,categorical,1,100.0,,,,,,,,1,"{'(5311832, 5311858, 26, [408.7, 523.6], [382.6, 475.7], -26.099999999999966)': 100.0}"
inword saccade13,categorical,1,100.0,,,,,,,,1,"{'(5312766, 5312782, 16, [327.3, 482.3], [364.3, 474.5], 37.0)': 100.0}"
inword saccade14,categorical,1,100.0,,,,,,,,1,"{'(5313054, 5313086, 32, [362.4, 484.9], [398.7, 476.9], 36.30000000000001)': 100.0}"
inword saccade15,categorical,1,100.0,,,,,,,,1,"{'(5313674, 5313702, 28, [326.0, 464.7], [392.2, 488.5], 66.19999999999999)': 100.0}"
inword saccade2,categorical,3187,94.0,,,,,,,,3187,
inword saccade3,categorical,953,98.2,,,,,,,,953,
inword saccade4,categorical,360,99.3,,,,,,,,360,
inword saccade5,categorical,153,99.7,,,,,,,,153,
inword saccade6,categorical,64,99.9,,,,,,,,64,
inword saccade7,categorical,29,99.9,,,,,,,,29,
inword saccade8,categorical,10,100.0,,,,,,,,10,"{'(18583496, 18583516, 20, [63.7, 520.8], [105.0, 516.3], 41.3)': 10.0, '(17144653, 17144673, 20, [213.0, 500.5], [293.5, 510.6], 80.5)': 10.0, '(34235478, 34235488, 10, [83.4, 502.9], [62.3, 500.1], -21.10000000000001)': 10.0, '(3561443, 3561456, 13, [798.5, 513.4], [769.7, 503.8], -28.799999999999955)': 10.0, '(5307726, 5307748, 22, [388.3, 487.9], [367.4, 463.2], -20.900000000000034)': 10.0, '(6017138, 6017152, 14, [765.1, 437.4], [800.1, 458.1], 35.0)': 10.0, '(4167418, 4167431, 13, [104.2, 511.1], [136.0, 506.6], 31.799999999999997)': 10.0, '(17026328, 17026340, 12, [583.4, 507.6], [526.8, 501.7], -56.60000000000002)': 10.0, '(2997673, 2997688, 15, [191.0, 498.2], [124.4, 496.0], -66.6)': 10.0, '(35851320, 35851332, 12, [231.3, 506.1], [196.5, 490.4], -34.80000000000001)': 10.0}"
inword saccade9,categorical,4,100.0,,,,,,,,4,"{'(17144674, 17144684, 10, [292.7, 509.1], [276.1, 503.4], -16.599999999999966)': 25.0, '(5309750, 5309772, 22, [359.4, 488.1], [352.9, 514.0], -6.5)': 25.0, '(17029633, 17029652, 19, [480.0, 501.2], [589.4, 503.6], 109.39999999999998)': 25.0, '(35851503, 35851516, 13, [205.1, 500.1], [270.1, 507.3], 65.00000000000003)': 25.0}"
item_id,numeric,52953,0.0,1.0,32.0,157.2758483938587,161.0,277.0,306.0,88.74195005746772,306,
number_of_fixations,numeric,52953,0.0,0.0,0.0,1.8107567087794838,1.0,4.0,31.0,1.667084185508784,23,
number_of_incoming_saccades,numeric,52953,0.0,0.0,0.0,1.4612392121315128,1.0,3.0,18.0,1.363153159604833,19,
number_of_inword_saccades,numeric,52953,0.0,0.0,0.0,0.326610390346156,0.0,1.0,15.0,0.7085511585461859,12,"{0: 76.3, 1: 17.6, 2: 4.2, 3: 1.1, 4: 0.4, 5: 0.2, 6: 0.1, 7: 0.0, 8: 0.0, 9: 0.0, 11: 0.0, 15: 0.0}"
number_of_outcoming_saccades,numeric,52953,0.0,0.0,0.0,1.527958755877854,1.0,3.0,16.0,1.292569858191399,17,
number_of_refixations,numeric,52953,0.0,0.0,0.0,0.18004645629142824,0.0,1.0,12.0,0.4823019216571586,11,"{0: 85.0, 1: 12.7, 2: 1.8, 3: 0.3, 4: 0.1, 5: 0.0, 6: 0.0, 8: 0.0, 12: 0.0, 7: 0.0, 9: 0.0}"
outcoming saccade1,categorical,43520,17.8,,,,,,,,43502,
outcoming saccade10,categorical,51,99.9,,,,,,,,51,
outcoming saccade11,categorical,29,99.9,,,,,,,,29,
outcoming saccade12,categorical,19,100.0,,,,,,,,19,
outcoming saccade13,categorical,14,100.0,,,,,,,,14,"{'(1090225, 1090235, 10, [90.8, 506.2], [58.2, 513.8], -32.599999999999994)': 7.1, '(1560599, 1560616, 17, [185.7, 514.1], [113.5, 509.7], -72.19999999999999)': 7.1, '(1239420, 1239431, 11, [243.4, 512.3], [222.8, 617.9], -20.599999999999994)': 7.1, '(1449404, 1449425, 21, [396.1, 449.7], [330.9, 461.6], -65.20000000000005)': 7.1, '(1452415, 1452439, 24, [824.5, 449.2], [1012.6, 451.4], 188.10000000000002)': 7.1, '(35239498, 35239544, 46, [543.3, 492.0], [998.9, 572.6], 455.6)': 7.1, '(5311166, 5311208, 42, [393.7, 498.6], [183.3, 480.6], -210.39999999999998)': 7.1, '(5224666, 5224698, 32, [273.1, 488.4], [595.3, 530.5], 322.19999999999993)': 7.1, '(5285566, 5285610, 44, [340.1, 504.9], [166.8, 488.3], -173.3)': 7.1, '(5249972, 5250036, 64, [167.0, 492.5], [734.1, 506.6], 567.1)': 7.1, '(16947368, 16947381, 13, [156.6, 491.1], [231.5, 494.3], 74.9)': 7.1, '(16948589, 16948602, 13, [310.3, 497.4], [369.0, 497.9], 58.69999999999999)': 7.1, '(17031314, 17031326, 12, [303.9, 524.4], [298.9, 553.0], -5.0)': 7.1, '(35292032, 35292046, 14, [606.3, 490.7], [680.1, 496.1], 73.80000000000007)': 7.1}"
outcoming saccade14,categorical,10,100.0,,,,,,,,10,"{'(1090456, 1090471, 15, [79.1, 522.9], [77.1, 697.3], -2.0)': 10.0, '(1562895, 1562913, 18, [212.8, 503.2], [311.7, 509.6], 98.89999999999998)': 10.0, '(1240161, 1240183, 22, [277.1, 527.7], [138.5, 528.5], -138.60000000000002)': 10.0, '(1454521, 1454548, 27, [768.0, 442.3], [613.0, 448.1], -155.0)': 10.0, '(5312044, 5312060, 16, [378.7, 495.8], [297.4, 595.5], -81.30000000000001)': 10.0, '(5224900, 5224930, 30, [307.4, 519.0], [301.8, 552.1], -5.599999999999966)': 10.0, '(5286720, 5286736, 16, [387.1, 503.9], [377.4, 566.6], -9.700000000000045)': 10.0, '(5251636, 5251686, 50, [171.0, 481.2], [645.0, 483.6], 474.0)': 10.0, '(16950526, 16950542, 16, [284.8, 486.5], [392.7, 480.9], 107.89999999999998)': 10.0, '(17032216, 17032235, 19, [317.1, 489.4], [455.6, 488.1], 138.5)': 10.0}"
outcoming saccade15,categorical,4,100.0,,,,,,,,4,"{'(1565999, 1566011, 12, [182.3, 508.9], [178.0, 656.3], -4.300000000000011)': 25.0, '(5313258, 5313282, 24, [402.3, 500.8], [219.3, 446.8], -183.0)': 25.0, '(5287146, 5287182, 36, [365.3, 504.4], [559.4, 490.2], 194.09999999999997)': 25.0, '(5252224, 5252254, 30, [173.3, 487.0], [68.6, 475.5], -104.70000000000002)': 25.0}"
outcoming saccade16,categorical,1,100.0,,,,,,,,1,"{'(5313974, 5314066, 92, [389.8, 501.6], [1184.5, 978.1], 794.7)': 100.0}"
outcoming saccade2,categorical,21825,58.8,,,,,,,,21820,
outcoming saccade3,categorical,8990,83.0,,,,,,,,8987,
outcoming saccade4,categorical,3595,93.2,,,,,,,,3595,
outcoming saccade5,categorical,1554,97.1,,,,,,,,1554,
outcoming saccade6,categorical,694,98.7,,,,,,,,694,
outcoming saccade7,categorical,333,99.4,,,,,,,,333,
outcoming saccade8,categorical,176,99.7,,,,,,,,176,
outcoming saccade9,categorical,95,99.8,,,,,,,,95,
re_reading_time,numeric,52953,0.0,0.0,0.0,211.8685249183238,67.0,588.0,8270.0,345.90336826538635,1810,
second_pass_duration,numeric,52953,0.0,0.0,0.0,122.20361452608917,64.0,314.0,2663.0,157.86902445791551,901,
skipped_in_first_pass,boolean,52953,0.0,,,,,,,,2,"{False: 66.5, True: 33.5}"
source_file,numeric,52953,0.0,1.0,5.0,24.075293184522124,24.0,43.0,47.0,13.50690791886898,39,
total_fixation_duration,numeric,52953,0.0,0.0,0.0,385.20557853190564,294.0,826.0,8730.0,391.39977819861554,2055,
word,categorical,52953,0.0,,,,,,,,768,
word_number,numeric,52953,0.0,1.0,1.0,5.556625686929919,5.0,10.0,24.0,3.6564912928264195,24,
x_coordinates_range,categorical,52953,0.0,,,,,,,,650,
y_coordinates_range,categorical,52953,0.0,,,,,,,,18,
