column,type,count,percent_null,min,quantile_10,mean,median,quantile_90,max,std,nunique,distribution
nrun,numeric,505884,23.4,1.0,1.0,1.3799250421045142,1.0,2.0,24.0,0.7413739436273719,19,
refix,numeric,505884,23.4,0.0,0.0,0.2478137280483273,0.0,1.0,1.0,0.43174350337657896,2,"{0.0: 75.2, 1.0: 24.8}"
reg.in,numeric,505884,23.4,0.0,0.0,0.2258620553328431,0.0,1.0,1.0,0.4181491754431159,2,"{0.0: 77.4, 1.0: 22.6}"
reg.out,numeric,505884,23.4,0.0,0.0,0.22611705450261324,0.0,1.0,1.0,0.4183162417023823,2,"{0.0: 77.4, 1.0: 22.6}"
reread,numeric,505884,23.4,0.0,0.0,0.2767531687106135,0.0,1.0,1.0,0.4473938399056733,2,"{0.0: 72.3, 1.0: 27.7}"
sentnum,numeric,660778,0.0,1.0,1.0,4.644880731501352,5.0,8.0,11.0,2.5906100366017033,11,"{5.0: 14.9, 3.0: 13.7, 2.0: 12.9, 1.0: 12.2, 6.0: 12.1, 4.0: 10.4, 7.0: 7.9, 8.0: 7.2, 10.0: 3.9, 9.0: 3.4, 11.0: 1.3}"
singlefix,numeric,660778,0.0,0.0,0.0,0.6050458701712224,1.0,1.0,1.0,0.488841208167799,2,"{1.0: 60.5, 0.0: 39.5}"
singlefix.cland,numeric,399801,39.5,-8.0,-2.5,-0.6526484426001936,-0.5,1.5,6.5,1.6297965866783362,30,
singlefix.dur,numeric,399801,39.5,1.0,126.0,226.0371309726589,211.0,339.0,4986.0,98.5381877329679,1144,
singlefix.land,numeric,399801,39.5,0.0,0.0,2.4169949549901077,2.0,5.0,14.0,1.8132120902528694,15,"{2.0: 20.8, 1.0: 19.0, 3.0: 18.4, 0.0: 15.9, 4.0: 13.1, 5.0: 7.2, 6.0: 3.3, 7.0: 1.4, 8.0: 0.5, 9.0: 0.2, 10.0: 0.1, 11.0: 0.0, 12.0: 0.0, 13.0: 0.0, 14.0: 0.0}"
singlefix.launch,numeric,396463,40.0,-110.0,-4.0,-0.8747928558276561,4.0,10.0,108.0,23.068937829105376,216,
singlefix.sac.in,numeric,396463,40.0,-112.0,-6.0,0.6923319452256579,7.0,12.0,111.0,24.389542455951794,221,
singlefix.sac.out,numeric,398160,39.7,-112.0,-10.0,-0.8683544303797468,6.0,12.0,107.0,24.449949977713455,220,
skip,numeric,660778,0.0,0.0,0.0,0.23441155728550284,0.0,1.0,1.0,0.4236307952569669,2,"{0.0: 76.6, 1.0: 23.4}"
subid,categorical,660778,0.0,,,,,,,,542,
trial,numeric,0,100.0,,,,,,,,0,{}
trialid,numeric,660778,0.0,1.0,1.0,6.343911268232296,6.0,11.0,12.0,3.399050314173049,12,"{5: 10.9, 1: 10.3, 7: 10.1, 4: 8.8, 6: 8.5, 12: 8.2, 8: 8.1, 10: 7.4, 3: 7.1, 9: 7.1, 11: 7.0, 2: 6.4}"
trialnum,numeric,660778,0.0,1.0,1.0,6.3467715329505525,6.0,11.0,12.0,3.4007606053261865,12,"{5.0: 10.9, 1.0: 10.3, 7.0: 10.1, 4.0: 8.8, 6.0: 8.4, 12.0: 8.2, 8.0: 8.1, 10.0: 7.5, 3.0: 7.1, 9.0: 7.1, 11.0: 7.0, 2.0: 6.4}"
uniform_id,categorical,660778,0.0,,,,,,,,542,
word,categorical,660778,0.0,,,,,,,,793,
wordnum,numeric,660778,0.0,1.0,14.0,71.64731422656324,69.0,132.0,187.0,43.74214492383791,187,
