column,type,count,percent_null,min,quantile_10,mean,median,quantile_90,max,std,nunique,distribution
sent.run,numeric,2555236,2.8,1.0,1.0,1.5282737093560046,1.0,3.0,22.0,0.9834622824878088,22,
sent.run.fix,numeric,2555236,2.8,1.0,2.0,13.459935598903584,10.0,29.0,217.0,12.703395419984753,217,
sent.runid,numeric,2555236,2.8,1.0,1.0,2.8069512953010993,2.0,6.0,52.0,2.4038922267546745,52,
sent.word,numeric,2555236,2.8,1.0,2.0,11.0500650429158,9.0,22.0,45.0,8.334019432491157,45,
sentnum,numeric,2555236,2.8,1.0,1.0,4.548977863492843,4.0,8.0,11.0,2.607990359403209,11,"{5.0: 14.2, 3.0: 14.1, 1.0: 13.9, 2.0: 12.9, 6.0: 11.8, 4.0: 10.1, 7.0: 8.1, 8.0: 6.5, 10.0: 3.7, 9.0: 3.3, 11.0: 1.3}"
start,numeric,2629678,0.0,1.0,4474.0,28188.77430430646,23785.0,56098.0,234013.0,22569.0301411459,122750,
stop,numeric,2629678,0.0,1.0,4692.0,28412.595390005925,24005.0,56328.0,234202.0,22575.74774908869,122972,
subid,categorical,2629678,0.0,,,,,,,,1202,
trial.nwords,numeric,2555236,2.8,98.0,107.0,142.1312125377069,142.0,187.0,187.0,25.243570581297497,12,"{187.0: 10.1, 148.0: 10.0, 173.0: 9.9, 142.0: 9.9, 161.0: 9.1, 147.0: 8.3, 133.0: 8.2, 120.0: 7.8, 126.0: 7.7, 116.0: 7.0, 107.0: 6.5, 98.0: 5.6}"
trialid,numeric,2629678,0.0,1.0,2.0,6.594032805537408,7.0,11.0,12.0,3.426713011541726,12,"{5: 10.0, 12: 9.9, 7: 9.9, 4: 9.8, 1: 9.1, 6: 8.2, 8: 8.2, 11: 7.8, 10: 7.7, 9: 7.0, 3: 6.6, 2: 5.6}"
trialnum,numeric,2629678,0.0,1.0,2.0,6.59698563854586,7.0,11.0,12.0,3.4279531807362846,12,"{5.0: 10.0, 12.0: 10.0, 7.0: 9.9, 4.0: 9.8, 1.0: 9.1, 6.0: 8.2, 8.0: 8.2, 11.0: 7.8, 10.0: 7.7, 9.0: 7.0, 3.0: 6.6, 2.0: 5.6}"
type,categorical,2629678,0.0,,,,,,,,2,"{'in': 99.9, 'out': 0.1}"
uniform_id,categorical,2629678,0.0,,,,,,,,1202,
word,categorical,2628337,0.1,,,,,,,,806,
word.cland,numeric,2555236,2.8,-8.0,-3.0,-0.5413766086576739,-0.5,2.0,7.0,2.019567041266429,31,
word.firstskip,numeric,2556577,2.8,0.0,0.0,0.13270400226552925,0.0,1.0,1.0,0.3392546168689665,2,"{0.0: 86.7, 1.0: 13.3}"
word.fix,numeric,2555236,2.8,1.0,1.0,1.8837571167594696,1.0,3.0,77.0,1.6379085709703363,77,
word.land,numeric,2555236,2.8,0.0,0.0,3.027561446379121,3.0,6.0,15.0,2.362506987065557,16,
word.launch,numeric,2539669,3.4,-141.0,-6.0,-1.3155348196950074,3.0,9.0,136.0,20.655831450069037,276,
word.refix,numeric,2556577,2.8,0.0,0.0,0.2015679559035382,0.0,1.0,1.0,0.4011712577031579,2,"{0.0: 79.8, 1.0: 20.2}"
word.reg.in,numeric,2555236,2.8,0.0,0.0,0.15609164867746073,0.0,1.0,1.0,0.3629422783893399,2,"{0.0: 84.4, 1.0: 15.6}"
word.reg.in.from,numeric,398851,84.8,2.0,14.0,71.84232457734844,70.0,132.0,187.0,44.156691973394096,186,
word.reg.out,numeric,2555236,2.8,0.0,0.0,0.15609164867746073,0.0,1.0,1.0,0.36294227838933985,2,"{0.0: 84.4, 1.0: 15.6}"
word.reg.out.to,numeric,398851,84.8,1.0,9.0,67.10879250647486,64.0,126.0,186.0,44.0025089394762,186,
word.run,numeric,2555236,2.8,1.0,1.0,1.419832453832053,1.0,2.0,24.0,0.8140486601747806,24,
word.run.fix,numeric,2628337,0.1,1.0,1.0,1.2983510105439295,1.0,2.0,42.0,0.7939766033645933,42,
word.runid,numeric,2555236,2.8,1.0,3.0,14.915821865377602,12.0,31.0,117.0,12.331631426658284,117,
wordnum,numeric,2628337,0.1,1.0,12.0,68.83285704991407,66.0,129.0,187.0,43.45058662527773,187,
xn,numeric,2629678,0.0,-3221.6,220.9,839.1600251817904,803.9,1530.5,3270.0,472.7990405879016,18624,
xs,numeric,2629678,0.0,-3221.6,220.9,839.1600251817904,803.9,1530.5,3270.0,472.7990405879016,18624,
ym,numeric,2556577,2.8,93.0,101.0,273.47979192490584,248.0,444.0,836.0,130.09535377886408,56,
yn,numeric,2629678,0.0,-993.9,109.0,276.83836374643596,263.5,457.4,2744.8,136.23774664428913,9453,
ys,numeric,2629678,0.0,-993.9,109.0,276.83836374643596,263.5,457.4,2744.8,136.23774664428913,9453,
